external_compound_id,preferred_name,compound_family,strict_inclusion_class,direct_fks_inhibitory_evidence_rows,all_candidate_activity_rows_for_included_compound,mechanism_scope,fks1_specificity,smiles_canonical,inchikey,source_ids,manual_decision,manual_note,review_priority
EXT-FKS-0254,CHEMBL1684898,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)S(=O)(=O)N1CCN(c2cnn(-c3cc(F)cc(F)c3)c(=O)c2OC2CCC(F)(F)C2)CC1,PVBAILBGTLOSEF-UHFFFAOYSA-N,ChEMBL:CHEMBL1684898,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0255,CHEMBL1770155,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCOCCOc1cc(-c2ccccc2)nnc1N1CCN(S(=O)(=O)Cc2ccccc2)CC1,CUPOXWMPURIJRZ-UHFFFAOYSA-N,ChEMBL:CHEMBL1770155,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0256,CHEMBL1770496,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCOCCOc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)c(C)nn(-c2ccccc2)c1=O,JQOOHBVBURATRC-UHFFFAOYSA-N,ChEMBL:CHEMBL1770496,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0257,CHEMBL1770497,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCOCCOc1nn(-c2ccccc2)c(=O)c(OCCOCC)c1N1CCN(S(=O)(=O)Cc2ccccc2)CC1,ZMLDOJZKQYZKTJ-UHFFFAOYSA-N,ChEMBL:CHEMBL1770497,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0258,CHEMBL1770498,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCOCCOc1cc(-c2ccccc2)ccc1N1CCN(S(=O)(=O)Cc2ccccc2)CC1,LWEBUIWNAVSZAT-UHFFFAOYSA-N,ChEMBL:CHEMBL1770498,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0259,CHEMBL1770499,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCCCCCc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)ncn(-c2cccc(Cl)c2)c1=O,GNQXBBBQDNOWTN-UHFFFAOYSA-N,ChEMBL:CHEMBL1770499,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0260,CHEMBL1770500,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(-c2ccc(F)cc2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,YKTKWCRGVSBVGY-UHFFFAOYSA-N,ChEMBL:CHEMBL1770500,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0261,CHEMBL1770501,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(-c2ccc(F)cc2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)ccn1-c1ccccc1,LJTCPSBIRXCOOP-UHFFFAOYSA-N,ChEMBL:CHEMBL1770501,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0262,CHEMBL1770502,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)(C)S(=O)(=O)N1CCN(c2cnn(-c3cccc(Cl)c3)c(=O)c2OC2CCCC2)CC1,QSQUIMHZWHXKRN-UHFFFAOYSA-N,ChEMBL:CHEMBL1770502,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0263,CHEMBL1770503,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)C3CCCC3)CC2)cnn1-c1cccc(Cl)c1,JIOPQIMZKLCFGD-UHFFFAOYSA-N,ChEMBL:CHEMBL1770503,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0264,CHEMBL1770504,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,COCCS(=O)(=O)N1CCN(c2cnn(-c3cccc(Cl)c3)c(=O)c2OC2CCCC2)CC1,UDOAYCQODTVLKO-UHFFFAOYSA-N,ChEMBL:CHEMBL1770504,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0265,CHEMBL1770505,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=C(O)CCS(=O)(=O)N1CCN(c2cnn(-c3cccc(Cl)c3)c(=O)c2OC2CCCC2)CC1,DXRRYOCLAKHDQT-UHFFFAOYSA-N,ChEMBL:CHEMBL1770505,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0266,CHEMBL1770506,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)c3ccsc3)CC2)cnn1-c1cccc(Cl)c1,JCZBFTNVJOWCRH-UHFFFAOYSA-N,ChEMBL:CHEMBL1770506,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0267,CHEMBL1770507,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)c3ccccc3)CC2)cnn1-c1cccc(Cl)c1,RWVHGDPZQYEPMD-UHFFFAOYSA-N,ChEMBL:CHEMBL1770507,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0268,CHEMBL1770508,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)cnn1-c1cccc(Cl)c1,WTHRKRROCOIOLD-UHFFFAOYSA-N,ChEMBL:CHEMBL1770508,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0269,CHEMBL1770509,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Cn1ccc2ccc(S(=O)(=O)N3CCN(c4cnn(-c5cccc(Cl)c5)c(=O)c4OC4CCCC4)CC3)cc21,MGBBKENJTNFBRL-UHFFFAOYSA-N,ChEMBL:CHEMBL1770509,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0270,CHEMBL1770511,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccsc3)CC2)cnn1-c1cccc(Cl)c1,FECPJVBKHNBMLT-UHFFFAOYSA-N,ChEMBL:CHEMBL1770511,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0271,CHEMBL1770512,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)CCc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,CBWJSACBEYWLCR-UHFFFAOYSA-N,ChEMBL:CHEMBL1770512,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0272,CHEMBL1770513,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)C3Cc4ccccc4C3)CC2)cnn1-c1cccc(Cl)c1,OMTQCRVAFSARLN-UHFFFAOYSA-N,ChEMBL:CHEMBL1770513,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0273,CHEMBL1770514,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3noc4ccccc34)CC2)cnn1-c1cccc(Cl)c1,SDRFQUFZWKLDMJ-UHFFFAOYSA-N,ChEMBL:CHEMBL1770514,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0274,CHEMBL1770515,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)CCCc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,FKNFQALGGOGIOV-UHFFFAOYSA-N,ChEMBL:CHEMBL1770515,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0275,CHEMBL1770516,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccc(F)cc3)CC2)cnn1-c1cccc(Cl)c1,YWOFENKHDBPMIH-UHFFFAOYSA-N,ChEMBL:CHEMBL1770516,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0276,CHEMBL1770660,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=C(O)c1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OC3CCCC3)CC2)cc1,ILLIWCZKWHVMSA-UHFFFAOYSA-N,ChEMBL:CHEMBL1770660,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0277,CHEMBL1770665,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Nc1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OC3CCCC3)CC2)cc1,HEPYHEIKILTIAQ-UHFFFAOYSA-N,ChEMBL:CHEMBL1770665,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0278,CHEMBL2046596,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CN(C)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,KUFRELCGAOJNAN-ZROANONASA-N,ChEMBL:CHEMBL2046596,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0279,CHEMBL2046597,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)N(C)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,FKKNWHYAOJHQSA-SCZGOTETSA-N,ChEMBL:CHEMBL2046597,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0280,CHEMBL2046598,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CCN(CC)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,MKKUOZCKZQDJEY-NFPNLUPESA-N,ChEMBL:CHEMBL2046598,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0281,CHEMBL2046599,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)N2CCOCC2)CC1,TZVVWCLNJSUIIN-NFPNLUPESA-N,ChEMBL:CHEMBL2046599,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0282,CHEMBL2046600,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(C)NS(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,XDKMKJOUIWRASO-VEDFYNFPSA-N,ChEMBL:CHEMBL2046600,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0283,CHEMBL2046601,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(N)(=O)=O)CC1,XQWGKNSQLXSQFR-DVIMMUSFSA-N,ChEMBL:CHEMBL2046601,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0284,CHEMBL2046602,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)Nc2ccccc2)CC1,RRBHVEFCBIRGAG-DTKMNITDSA-N,ChEMBL:CHEMBL2046602,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0285,CHEMBL2046603,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)NCc2ccccc2)CC1,POQURDKYGIGRLF-ZWTHDRSTSA-N,ChEMBL:CHEMBL2046603,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0286,CHEMBL2046604,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccccc3)CC2)CC1,ZATUOMGGKDUPEZ-HQGOUPJPSA-N,ChEMBL:CHEMBL2046604,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0287,CHEMBL2046734,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,COC(=O)c1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1,CAHWNZKANYUEEB-FKFGHBOGSA-N,ChEMBL:CHEMBL2046734,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0288,CHEMBL2046735,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,COc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1OC,COVONANKQIFGCD-BPDKCRNSSA-N,ChEMBL:CHEMBL2046735,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0289,CHEMBL2046736,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Cc1nc2ccc(CNS(=O)(=O)N3CCN(/C(C=N)=C(\OCC4(C)CC4)C(=O)Nc4cccc(Cl)c4)CC3)cc2s1,CLISBDIPJYYXQR-IITBXXSASA-N,ChEMBL:CHEMBL2046736,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0290,CHEMBL2046737,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3cccnc3)CC2)CC1,FONVZDXRRXHSMH-JQULFPKWSA-N,ChEMBL:CHEMBL2046737,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0291,CHEMBL2046738,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccncc3)CC2)CC1,AOWOTUFNXJGSTK-QOKKNFLSSA-N,ChEMBL:CHEMBL2046738,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0292,CHEMBL2046739,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4ccccc4s3)CC2)CC1,ZPPYXMZEIRMQDJ-SYTPGCSYSA-N,ChEMBL:CHEMBL2046739,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0293,CHEMBL2046740,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4cc(Cl)ccc4o3)CC2)CC1,HGJGHIFWPZDMMF-JEFNQQRUSA-N,ChEMBL:CHEMBL2046740,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0294,CHEMBL2046741,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccc(F)c(N)c3)CC2)CC1,OBDDSIBFYLHXAP-IDFMNWTKSA-N,ChEMBL:CHEMBL2046741,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0295,CHEMBL2046742,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Cc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1N,HKDMLGUOJQXJFG-MDCBPPBZSA-N,ChEMBL:CHEMBL2046742,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0296,CHEMBL2046743,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,COc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1N,IFXFZRFLZSPXHF-ZHSDHNBTSA-N,ChEMBL:CHEMBL2046743,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0297,CHEMBL2046744,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccnc(N)c3)CC2)CC1,RPGYKKMLMMHOJA-RVUSSSHYSA-N,ChEMBL:CHEMBL2046744,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0298,CHEMBL2046745,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC(NS(=O)(=O)N1CCN(/C(C=N)=C(\OCC2(C)CC2)C(=O)Nc2cccc(Cl)c2)CC1)c1cccc(N)c1,CKUYFIGFIXRPQB-DGWSVMLTSA-N,ChEMBL:CHEMBL2046745,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0299,CHEMBL2046746,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccc(N)c(F)c3)CC2)CC1,LGYGBRKECGMKNZ-IDFMNWTKSA-N,ChEMBL:CHEMBL2046746,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0300,CHEMBL2046747,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,Cc1cc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)ccc1N,AYXAGJVEMYYBEO-MDCBPPBZSA-N,ChEMBL:CHEMBL2046747,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0301,CHEMBL2046748,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,COc1cc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)ccc1N,CUKXJPIKGWWGJY-ZHSDHNBTSA-N,ChEMBL:CHEMBL2046748,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0302,CHEMBL2059384,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cc(F)cc(F)c1,IFMUPVGLPJYBKK-UHFFFAOYSA-N,ChEMBL:CHEMBL2059384,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0303,CHEMBL2059385,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,RQZFIXAQFYCVNV-UHFFFAOYSA-N,ChEMBL:CHEMBL2059385,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0304,CHEMBL2059473,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccccc4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,SSXYYDBAADWFIY-UHFFFAOYSA-N,ChEMBL:CHEMBL2059473,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0305,CHEMBL2059474,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OCC2(CF)CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,GYPJLFYAENCNCK-UHFFFAOYSA-N,ChEMBL:CHEMBL2059474,,,P1_verify_direct_inhibition_evidence
EXT-FKS-0306,CHEMBL2059475,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,1,1,FKS_or_beta_1_3_glucan_synthase_inhibitor,explicit_FKS1_if_source_says_FKS1_else_glucan_synthase_general,O=c1c(OC2CCOCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,VGFZKRGOLVBHHK-UHFFFAOYSA-N,ChEMBL:CHEMBL2059475,,,P1_verify_direct_inhibition_evidence
