source_compound_id,preferred_name,smiles_canonical,inchikey,chembl_molecule_type,chembl_max_phase,chembl_black_box_warning,chembl_natural_product,mw_band,chembl_mw_freebase,background_source_note,canonical_smiles_rdkit,inchikey_rdkit,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit
CHEMBL6383,CHEMBL6383,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(O)CC12O,IBXGFVOYNLQTCB-BIIWZAKESA-N,Small molecule,,0,0,400-600,418.53,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(O)CC12O,IBXGFVOYNLQTCB-BIIWZAKESA-N,C24H34O6,O=C1C=C([C@H]2CCC3C4CCC5CCCCC5C4CCC32)CO1,58,418.2355388079999,418.53000000000014,2.755800000000001,108.04560000000006,93.06000000000002,2,6,3,30,6,5,0,5,0.8333333333333334,0,9,1,8
CHEMBL266196,CHEMBL266196,CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,IECQKBVHIONTKP-VWLOTQADSA-N,Small molecule,,0,0,400-600,465.62,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CN(C(=O)[C@H](Cc1ccc(CN)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,IECQKBVHIONTKP-VWLOTQADSA-N,C26H31N3O3S,O=C(NC1CCCC1)[C@H](Cc1ccccc1)NS(=O)(=O)c1ccc2ccccc2c1,54,465.20861285200004,465.6190000000003,3.589100000000002,131.1209,92.5,2,4,8,33,7,4,3,1,0.34615384615384615,0,1,1,0
CHEMBL268149,CHEMBL268149,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(OC(=O)OC)CC32O)C1,HYXADCNHLHVWFL-RRBLJXJCSA-N,Small molecule,,0,0,400-600,506.59,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,COC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)[C@@H](C4=CC(=O)OC4)C(OC(=O)OC)CC32O)C1,HYXADCNHLHVWFL-RRBLJXJCSA-N,C27H38O9,O=C1C=C([C@H]2CCC3C4CCC5CCCCC5C4CCC32)CO1,61,506.2515827959998,506.5920000000004,4.156500000000004,125.65780000000005,117.59,1,9,3,36,9,5,0,5,0.8148148148148148,0,9,1,8
CHEMBL6295,CHEMBL6295,CCC(c1ccc(O)c(I)c1)C(CC)c1ccc(O)c(I)c1,JHLLTEJRPPJGGQ-UHFFFAOYSA-N,Small molecule,,0,0,400-600,522.16,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCC(c1ccc(O)c(I)c1)C(CC)c1ccc(O)c(I)c1,JHLLTEJRPPJGGQ-UHFFFAOYSA-N,C18H20I2O2,c1ccc(CCc2ccccc2)cc1,25,521.9552758799999,522.1640000000001,5.994400000000005,107.71160000000003,40.46,2,2,5,22,4,2,2,0,0.3333333333333333,0,2,0,2
CHEMBL6296,CHEMBL6296,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3C#N)cccc12,IGJDESVBMNYUJM-UHFFFAOYSA-N,Small molecule,,0,0,400-600,432.30,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CN(C)c1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3C#N)cccc12,IGJDESVBMNYUJM-UHFFFAOYSA-N,C17H14BrN5O2S,O=S(=O)(Nc1cnccn1)c1cccc2ccccc12,48,431.0051577880001,432.30300000000005,3.1307800000000015,103.53050000000002,98.97999999999999,1,6,4,26,9,3,3,0,0.11764705882352941,0,0,0,0
CHEMBL6297,CHEMBL6297,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nn3)cccc12,LAGNMQASQNSBPF-UHFFFAOYSA-N,Small molecule,,0,0,400-600,407.29,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(Br)nn3)cccc12,LAGNMQASQNSBPF-UHFFFAOYSA-N,C16H15BrN4O2S,O=S(=O)(Nc1cccnn1)c1cccc2ccccc12,40,406.0099088200001,407.293,3.259100000000001,98.81550000000001,75.19,1,5,4,24,8,3,3,0,0.125,0,0,0,0
CHEMBL6516,CHEMBL6516,CCC(c1ccc(O)c(Br)c1)C(CC)c1cc(Br)c(O)c(Br)c1,CYHLJVJTZORJDH-UHFFFAOYSA-N,Small molecule,,0,0,400-600,507.06,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCC(c1ccc(O)c(Br)c1)C(CC)c1cc(Br)c(O)c(Br)c1,CYHLJVJTZORJDH-UHFFFAOYSA-N,C18H19Br3O2,c1ccc(CCc2ccccc2)cc1,29,503.89351614799995,507.06000000000006,7.0727000000000055,105.37760000000004,40.46,2,2,5,23,5,2,2,0,0.3333333333333333,0,2,0,2
CHEMBL6555,CHEMBL6555,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,XDULZYJHZGTMOM-UHFFFAOYSA-N,Small molecule,,0,0,400-600,423.29,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CNc1cccc2c(S(=O)(=O)Nc3ncc(Br)nc3OC)cccc12,XDULZYJHZGTMOM-UHFFFAOYSA-N,C16H15BrN4O3S,O=S(=O)(Nc1cnccn1)c1cccc2ccccc12,45,422.00482344000005,423.29200000000014,3.243400000000001,100.58720000000001,93.21000000000001,2,6,5,25,9,3,3,0,0.125,0,0,0,0
CHEMBL6632,CHEMBL6632,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2ccccn2)c(F)c1,VFBHWSHDVLQQPY-UHFFFAOYSA-N,Small molecule,,0,0,400-600,469.52,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)NCc2ccccn2)c(F)c1,VFBHWSHDVLQQPY-UHFFFAOYSA-N,C27H24FN5O2,O=C(NCc1ccccn1)c1ccc(NCc2ccc3ncncc3c2)cc1,67,469.191403228,469.52000000000015,4.056140000000003,132.36699999999996,91.24,2,6,7,35,8,4,4,0,0.18518518518518517,0,0,0,0
CHEMBL267702,CHEMBL267702,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nccs2)cc1,KZLJKKYKXIDXME-UHFFFAOYSA-N,Small molecule,,0,0,400-600,443.53,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2nccs2)cc1,KZLJKKYKXIDXME-UHFFFAOYSA-N,C24H21N5O2S,O=C(NCc1nccs1)c1ccc(NCc2ccc3ncncc3c2)cc1,63,443.14159591200007,443.5320000000001,3.6701200000000025,125.54900000000004,91.24,2,7,7,32,8,4,4,0,0.16666666666666666,0,0,0,0
CHEMBL414012,CHEMBL414012,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)c(F)c1,HJSKHBHZEYJWNS-OAQYLSRUSA-N,Small molecule,,0,0,400-600,508.51,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)c(F)c1,HJSKHBHZEYJWNS-OAQYLSRUSA-N,C26H25FN4O6,c1ccc(NCc2ccc3ncncc3c2)cc1,68,508.1758127399999,508.50600000000026,2.7789399999999995,132.71960000000007,152.95,4,7,10,37,11,3,3,0,0.2692307692307692,0,1,1,0
CHEMBL7019,CHEMBL7019,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)nc3)cccc12,PBZQPEYJZSYMNV-UHFFFAOYSA-N,Small molecule,,0,0,400-600,407.29,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CN(C)c1cccc2c(S(=O)(=O)Nc3cnc(Br)nc3)cccc12,PBZQPEYJZSYMNV-UHFFFAOYSA-N,C16H15BrN4O2S,O=S(=O)(Nc1cncnc1)c1cccc2ccccc12,39,406.0099088200001,407.293,3.259100000000001,98.81550000000001,75.19,1,5,4,24,8,3,3,0,0.125,0,0,0,0
CHEMBL7131,CHEMBL7131,CC(C)CC(=O)C(=O)N1CCCCC1C(=O)OCCS(=O)(=O)c1ccccc1,DRPXNQCDXQSGKP-UHFFFAOYSA-N,Small molecule,,0,0,400-600,409.50,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC(C)CC(=O)C(=O)N1CCCCC1C(=O)OCCS(=O)(=O)c1ccccc1,DRPXNQCDXQSGKP-UHFFFAOYSA-N,C20H27NO6S,O=C(OCCS(=O)(=O)c1ccccc1)C1CCCCN1,50,409.155908584,409.5040000000001,1.9997999999999996,103.26780000000005,97.82,0,6,8,28,8,2,1,1,0.55,0,1,0,1
CHEMBL6825,CHEMBL6825,CCOC(=O)c1ccc(N/C(S)=N/c2cc3c(cc2C)SC(C)(C)CC3(C)C)cc1,PEDXWASSKCBZSV-UHFFFAOYSA-N,Small molecule,,0,0,400-600,442.65,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCOC(=O)c1ccc(N/C(S)=N/c2cc3c(cc2C)SC(C)(C)CC3(C)C)cc1,PEDXWASSKCBZSV-UHFFFAOYSA-N,C24H30N2O2S2,C(=N\c1ccc2c(c1)CCCS2)/Nc1ccccc1,55,442.17487020000004,442.65000000000026,6.753120000000006,130.8602,50.69,2,4,4,30,6,3,2,1,0.4166666666666667,0,0,0,0
CHEMBL6357,CHEMBL6357,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccn2)cc1,NOSAAJVWVAGBEH-UHFFFAOYSA-N,Small molecule,,0,0,400-600,437.50,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2ccccn2)cc1,NOSAAJVWVAGBEH-UHFFFAOYSA-N,C26H23N5O2,O=C(NCc1ccccn1)c1ccc(NCc2ccc3ncncc3c2)cc1,63,437.18517497600004,437.5030000000001,3.608620000000002,127.67200000000003,91.24,2,6,7,33,7,4,4,0,0.15384615384615385,0,0,0,0
CHEMBL6699,CHEMBL6699,O=C(C(=O)N1CCCCC1C(=O)OCCS(=O)(=O)c1ccccc1)c1ccccc1,HOYLKJZZXSKKOL-UHFFFAOYSA-N,Small molecule,,0,0,400-600,429.49,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,O=C(C(=O)N1CCCCC1C(=O)OCCS(=O)(=O)c1ccccc1)c1ccccc1,HOYLKJZZXSKKOL-UHFFFAOYSA-N,C22H23NO6S,O=C(C(=O)N1CCCCC1C(=O)OCCS(=O)(=O)c1ccccc1)c1ccccc1,47,429.12460845600003,429.49400000000014,2.2675,109.57830000000003,97.82,0,6,7,30,8,3,2,1,0.3181818181818182,0,1,0,1
CHEMBL6850,CHEMBL6850,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc(C(=O)O)c2)cc1,IWTLSNQWFCQMPR-UHFFFAOYSA-N,Small molecule,,0,0,400-600,480.52,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NCc2cccc(C(=O)O)c2)cc1,IWTLSNQWFCQMPR-UHFFFAOYSA-N,C28H24N4O4,O=C(NCc1ccccc1)c1ccc(NCc2ccc3ncncc3c2)cc1,61,480.17975524799994,480.52400000000017,3.9118200000000023,136.83629999999997,115.64999999999999,3,6,8,36,8,4,4,0,0.14285714285714285,0,0,0,0
CHEMBL7074,CHEMBL7074,Cc1cc([N+](=O)[O-])ccc1/N=C(\S)Nc1ccc2c(c1)C(C)(C)CC(C)(C)S2,CMVYAMQKLILTCP-UHFFFAOYSA-N,Small molecule,,0,0,400-600,415.58,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,Cc1cc([N+](=O)[O-])ccc1/N=C(\S)Nc1ccc2c(c1)C(C)(C)CC(C)(C)S2,CMVYAMQKLILTCP-UHFFFAOYSA-N,C21H25N3O2S2,C(=Nc1ccccc1)Nc1ccc2c(c1)CCCS2,52,415.13881904000004,415.5840000000003,6.484620000000005,121.55810000000002,67.53,2,4,3,28,7,3,2,1,0.38095238095238093,0,0,0,0
CHEMBL7075,SHETA-2,CC1(C)CC(C)(C)c2cc(NC(=S)Nc3ccc([N+](=O)[O-])cc3)ccc2S1,FWWKIYPMUZVMQG-UHFFFAOYSA-N,Small molecule,,0,0,400-600,401.56,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC1(C)CC(C)(C)c2cc(NC(=S)Nc3ccc([N+](=O)[O-])cc3)ccc2S1,FWWKIYPMUZVMQG-UHFFFAOYSA-N,C20H23N3O2S2,S=C(Nc1ccccc1)Nc1ccc2c(c1)CCCS2,44,401.12316897599993,401.55700000000013,5.955700000000004,116.96080000000002,67.2,2,4,3,27,7,3,2,1,0.35,0,0,0,0
CHEMBL6834,CHEMBL6834,CC1=CC2[C@@]3(O)[C@H](C)C[C@]4(OC(=O)CCCCCCC[C@H]5C[C@@H]5C)[C@H]([C@@H]3C(C)=C(CO)C[C@]2(O)C1=O)C4(C)C,HYMYZKAGLLSVMV-ZRBIGWEPSA-N,Small molecule,,0,0,400-600,542.76,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC1=CC2[C@@]3(O)[C@H](C)C[C@]4(OC(=O)CCCCCCC[C@H]5C[C@@H]5C)[C@H]([C@@H]3C(C)=C(CO)C[C@]2(O)C1=O)C4(C)C,HYMYZKAGLLSVMV-ZRBIGWEPSA-N,C33H50O6,O=C(CCCCCCCC1CC1)O[C@@]12CCC3C4C=CC(=O)C4CC=C[C@H]3[C@@H]1C2,65,542.3607393199999,542.7570000000003,5.287000000000008,149.5113999999999,104.06,3,6,10,39,6,5,0,5,0.8181818181818182,0,9,8,1
CHEMBL268915,CHEMBL268915,CC(=O)OCC1=C[C@H]2[C@@H]3C(C)(C)[C@]3(OC(=O)Cc3ccccc3)C[C@@H](C)[C@]2(O)C2C=C(C)C(=O)[C@@]2(O)C1,MEDVHSNRBPAIPU-OCCWHXBISA-N,Small molecule,,0,1,400-600,508.61,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC(=O)OCC1=C[C@H]2[C@@H]3C(C)(C)[C@]3(OC(=O)Cc3ccccc3)C[C@@H](C)[C@]2(O)C2C=C(C)C(=O)[C@@]2(O)C1,MEDVHSNRBPAIPU-OCCWHXBISA-N,C30H36O7,O=C(Cc1ccccc1)O[C@@]12CCC3C4C=CC(=O)C4CC=C[C@H]3[C@@H]1C2,63,508.2461034919999,508.6110000000002,3.3237000000000023,134.99760000000003,110.13000000000001,2,7,5,37,7,5,1,4,0.5666666666666667,0,7,6,1
CHEMBL6659,CHEMBL6659,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(I)cc2C1=O,YVPJMZCJVHJOFG-UHFFFAOYSA-N,Small molecule,,0,0,400-600,439.25,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CN1Cc2c(C(=O)OC(C)(C)C)ncn2-c2ccc(I)cc2C1=O,YVPJMZCJVHJOFG-UHFFFAOYSA-N,C17H18IN3O3,O=C1NCc2cncn2-c2ccccc21,49,439.039289436,439.2530000000001,3.017800000000002,97.24700000000004,64.43,0,4,1,24,7,3,2,1,0.35294117647058826,0,0,0,0
CHEMBL6809,CHEMBL6809,O=C(C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1)c1ccccc1,UZCLXQXFQFMTQU-SFHVURJKSA-N,Small molecule,,0,0,400-600,415.47,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,O=C(C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1)c1ccccc1,UZCLXQXFQFMTQU-SFHVURJKSA-N,C21H21NO6S,O=C(C(=O)N1CCC[C@H]1C(=O)OCCS(=O)(=O)c1ccccc1)c1ccccc1,46,415.10895839200003,415.4670000000001,1.8773999999999995,104.96130000000002,97.82,0,6,7,29,8,3,2,1,0.2857142857142857,0,1,1,0
CHEMBL6599,CHEMBL6599,C/C(=C\Cn1oc(=O)[nH]c1=O)c1ccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)cc1,FVSXNRBACMJALL-SDNWHVSQSA-N,Small molecule,,0,0,400-600,487.43,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C/C(=C\Cn1oc(=O)[nH]c1=O)c1ccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)cc1,FVSXNRBACMJALL-SDNWHVSQSA-N,C24H20F3N3O5,O=c1[nH]c(=O)n(CC=Cc2ccc(OCc3coc(-c4ccccc4)n3)cc2)o1,63,487.1355054,487.43400000000014,4.7943200000000035,119.6917,103.26,1,6,7,35,11,4,4,0,0.20833333333333334,0,0,0,0
CHEMBL265622,CHEMBL265622,C/C(=C\Cn1sc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,RRVRHCAQOOJKLM-GXDHUFHOSA-N,Small molecule,,0,0,400-600,503.50,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C/C(=C\Cn1sc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,RRVRHCAQOOJKLM-GXDHUFHOSA-N,C24H20F3N3O4S,O=c1[nH]c(=O)n(CC=Cc2cccc(OCc3coc(-c4ccccc4)n3)c2)s1,67,503.11266178,503.50200000000024,5.262820000000004,125.3027,90.12,1,6,7,35,11,4,4,0,0.20833333333333334,0,0,0,0
CHEMBL7078,CHEMBL7078,CCCCCCCCC#Cc1ccc2c(c1OC)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,DLMIREIQJNSNMF-URXFXBBRSA-N,Small molecule,,0,0,400-600,428.62,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCCCCCCC#Cc1ccc2c(c1OC)C[C@@H](CO)NC(=O)[C@H](C(C)C)N2C,DLMIREIQJNSNMF-URXFXBBRSA-N,C26H40N2O3,O=C1CNc2ccccc2CCN1,59,428.30389314,428.6170000000002,4.291300000000003,127.61450000000008,61.800000000000004,2,4,9,31,5,2,1,1,0.6538461538461539,0,2,2,0
CHEMBL414010,CHEMBL414010,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(/C=C/C(C)n2oc(=O)[nH]c2=O)c1,BOWSPWPPMYIXBS-VOTSOKGWSA-N,Small molecule,,0,0,400-600,453.88,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,Cc1oc(-c2ccc(Cl)cc2)nc1COc1cccc(/C=C/C(C)n2oc(=O)[nH]c2=O)c1,BOWSPWPPMYIXBS-VOTSOKGWSA-N,C23H20ClN3O5,O=c1[nH]c(=O)n(C/C=C/c2cccc(OCc3coc(-c4ccccc4)n3)c2)o1,63,453.10914841999994,453.8820000000001,4.599820000000004,119.79370000000006,103.25999999999999,1,6,7,32,9,4,4,0,0.17391304347826086,0,1,0,1
CHEMBL7029,CHEMBL7029,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,GFWCNBHTRJCSMJ-GXDHUFHOSA-N,Small molecule,,0,0,400-600,487.43,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)c1,GFWCNBHTRJCSMJ-GXDHUFHOSA-N,C24H20F3N3O5,O=c1[nH]c(=O)n(CC=Cc2cccc(OCc3coc(-c4ccccc4)n3)c2)o1,67,487.1355054,487.43400000000014,4.7943200000000035,119.69170000000001,103.26,1,6,7,35,11,4,4,0,0.20833333333333334,0,0,0,0
CHEMBL6749,CHEMBL6749,CC(CCc1ccc(F)cc1)NCC(O)COc1ccc(CCOCC2CCC2)cc1,CGLAXSYMFVYKRL-UHFFFAOYSA-N,Small molecule,,0,0,400-600,429.58,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC(CCc1ccc(F)cc1)NCC(O)COc1ccc(CCOCC2CCC2)cc1,CGLAXSYMFVYKRL-UHFFFAOYSA-N,C26H36FNO3,c1ccc(CCCNCCCOc2ccc(CCOCC3CCC3)cc2)cc1,53,429.267922232,429.5760000000003,4.535500000000004,121.99350000000005,50.72,2,4,14,31,5,3,2,1,0.5384615384615384,0,2,0,2
CHEMBL6671,CHEMBL6671,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCCCOc2cccc(C(F)(F)F)c2)c1,MMMVJJCCSPZNKF-UHFFFAOYSA-N,Small molecule,,0,0,400-600,449.48,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC1(C)N=C(N)N=C(N)N1c1cccc(OCCCCOc2cccc(C(F)(F)F)c2)c1,MMMVJJCCSPZNKF-UHFFFAOYSA-N,C22H26F3N5O2,C1=NC=NCN1c1cccc(OCCCCOc2ccccc2)c1,47,449.20385973199996,449.47700000000015,4.128900000000003,117.91280000000002,98.46,2,7,8,32,10,3,2,1,0.36363636363636365,0,0,0,0
CHEMBL6851,CHEMBL6851,C=C1[C@@H](OC(=O)/C=C/c2ccccc2)CC[C@@]2(C)[C@@H](O)[C@H](O)C3=C(C)C(=O)C[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C,VINWCUNFNJBSQA-IRZWYNESSA-N,Small molecule,,0,1,400-600,522.64,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C=C1[C@@H](OC(=O)/C=C/c2ccccc2)CC[C@@]2(C)[C@@H](O)[C@H](O)C3=C(C)C(=O)C[C@@H]([C@@H](OC(C)=O)[C@H]12)C3(C)C,VINWCUNFNJBSQA-IRZWYNESSA-N,C31H38O7,C=C1[C@@H](OC(=O)/C=C/c2ccccc2)CCC2CCC3=CC(=O)C[C@H](C3)C[C@H]12,64,522.2617535559999,522.6380000000003,4.182900000000004,142.48959999999985,110.13000000000002,2,7,4,38,7,4,1,3,0.5161290322580645,0,7,7,0
CHEMBL417,EPIRUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,AOJJSUZBOXZQNB-VTZDEGQISA-N,Small molecule,4.0,1,1,400-600,543.53,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,AOJJSUZBOXZQNB-VTZDEGQISA-N,C27H29NO11,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCC[C@@H]3O[C@H]1CCCCO1,71,543.1740607479999,543.5250000000003,0.0012999999999993017,131.75439999999995,206.07,6,12,5,39,12,5,2,3,0.4444444444444444,0,6,6,0
CHEMBL267220,CHEMBL267220,CC(CCc1ccccc1)NCC(O)COc1ccc(CCOCC2CCC2)cc1,IYSSLVYNZYSAIT-UHFFFAOYSA-N,Small molecule,,0,0,400-600,411.59,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CC(CCc1ccccc1)NCC(O)COc1ccc(CCOCC2CCC2)cc1,IYSSLVYNZYSAIT-UHFFFAOYSA-N,C26H37NO3,c1ccc(CCCNCCCOc2ccc(CCOCC3CCC3)cc2)cc1,52,411.277344044,411.5860000000003,4.396400000000004,122.03550000000007,50.72,2,4,14,30,4,3,2,1,0.5384615384615384,0,2,0,2
CHEMBL6637,CHEMBL6637,C/C(=C\Cn1oc(=O)[nH]c1=O)c1ccc(OCCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)cc1,DTCVPDIPNHNHBR-RVDMUPIBSA-N,Small molecule,,0,0,400-600,501.46,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,C/C(=C\Cn1oc(=O)[nH]c1=O)c1ccc(OCCc2nc(-c3ccc(C(F)(F)F)cc3)oc2C)cc1,DTCVPDIPNHNHBR-RVDMUPIBSA-N,C25H22F3N3O5,O=c1[nH]c(=O)n(CC=Cc2ccc(OCCc3coc(-c4ccccc4)n3)cc2)o1,64,501.151155464,501.4610000000001,4.836820000000004,124.5587,103.26,1,6,8,36,11,4,4,0,0.24,0,0,0,0
CHEMBL7205,CHEMBL7205,Cc1oc(-c2ccc(OC(F)(F)F)cc2)nc1COc1cccc(C(C)CCn2oc(=O)[nH]c2=O)c1,DARZCBKMQNKBLP-UHFFFAOYSA-N,Small molecule,,0,0,400-600,505.45,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,Cc1oc(-c2ccc(OC(F)(F)F)cc2)nc1COc1cccc(C(C)CCn2oc(=O)[nH]c2=O)c1,DARZCBKMQNKBLP-UHFFFAOYSA-N,C24H22F3N3O6,O=c1[nH]c(=O)n(CCCc2cccc(OCc3coc(-c4ccccc4)n3)c2)o1,67,505.146070084,505.4490000000003,4.764420000000004,120.75370000000005,112.49000000000001,1,7,9,36,12,4,4,0,0.2916666666666667,0,1,0,1
CHEMBL267877,CHEMBL267877,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)[nH]c2=O)c2ccc(F)cc2)c1,QEBGHDQZHNGVNR-ZMOGYAJESA-N,Small molecule,,0,0,400-600,567.50,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)[nH]c2=O)c2ccc(F)cc2)c1,QEBGHDQZHNGVNR-ZMOGYAJESA-N,C29H21F4N3O5,O=c1[nH]c(=O)n(C/C=C(\c2ccccc2)c2cccc(OCc3coc(-c4ccccc4)n3)c2)o1,71,567.141733652,567.4950000000003,5.961820000000005,139.51969999999992,103.25999999999999,1,6,8,41,12,5,5,0,0.13793103448275862,0,0,0,0
CHEMBL6803,CHEMBL6803,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)[nH]c2=O)Cc2ccccc2)c1,JYFFASYSCCELNC-OEAKJJBVSA-N,Small molecule,,0,0,400-600,563.53,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)[nH]c2=O)Cc2ccccc2)c1,JYFFASYSCCELNC-OEAKJJBVSA-N,C30H24F3N3O5,O=c1[nH]c(=O)n(C/C=C(\Cc2ccccc2)c2cccc(OCc3coc(-c4ccccc4)n3)c2)o1,73,563.1668055279999,563.5320000000004,6.017120000000006,144.16369999999984,103.25999999999999,1,6,9,41,11,5,5,0,0.16666666666666666,0,0,0,0
