source_compound_id,preferred_name,smiles_canonical,inchikey,chembl_molecule_type,chembl_max_phase,chembl_black_box_warning,chembl_natural_product,mw_band,chembl_mw_freebase,background_source_note,canonical_smiles_rdkit,inchikey_rdkit,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit
CHEMBL263697,CHEMBL263697,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1c(F)c(F)c(F)c(F)c1F,HFPPEKKPSWSCMJ-PCCNZKBJSA-N,Small molecule,,0,0,900-1300,1066.00,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1c(F)c(F)c(F)c(F)c1F,HFPPEKKPSWSCMJ-PCCNZKBJSA-N,C44H60F5N9O16,O=C(NNC(=O)[C@H]1CCCN1)c1ccccc1,75,1065.40781794,1066.001,-1.3077999999999999,240.42759999999953,376.44999999999993,11,13,26,74,30,2,1,1,0.5909090909090909,0,8,8,0
CHEMBL413721,CHEMBL413721,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,NTJKCURZLVYWGQ-CHBIXXAASA-N,Small molecule,,0,0,900-1300,1112.04,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,NTJKCURZLVYWGQ-CHBIXXAASA-N,C46H63F6N9O16,O=C(NNC(=O)[C@H]1CCCN1)c1ccccc1,82,1111.429696256,1112.0450000000003,0.034299999999999775,250.6415999999994,376.44999999999993,11,13,26,77,31,2,1,1,0.6086956521739131,0,8,8,0
CHEMBL216755,CHEMBL216755,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OC(Cl)C(Cl)(Cl)Cl,YTZPTXBHHHROKG-KJDAPUDISA-N,Small molecule,,0,0,900-1300,1081.79,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OC(Cl)C(Cl)(Cl)Cl,YTZPTXBHHHROKG-KJDAPUDISA-N,C40H61Cl4N9O17,C1CCNC1,78,1079.293952212,1081.786,-0.7719999999999918,246.27709999999954,385.67999999999995,11,14,26,70,30,1,0,1,0.7,0,9,8,1
CHEMBL6751,CHEMBL6751,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCC(Cl)(Cl)Cl,LCMDIWJJNRUJBV-ZYZBBMSPSA-N,Small molecule,,0,0,900-1300,1047.34,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCC(Cl)(Cl)Cl,LCMDIWJJNRUJBV-ZYZBBMSPSA-N,C40H62Cl3N9O17,C1CCNC1,76,1045.332924564,1047.341,-1.336899999999996,241.50309999999953,385.67999999999995,11,14,26,69,29,1,0,1,0.7,0,8,8,0
CHEMBL268628,CHEMBL268628,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)CCl,BBCTXECQSODUJA-UVTIEPFQSA-N,Small molecule,,0,0,900-1300,948.42,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)CCl,BBCTXECQSODUJA-UVTIEPFQSA-N,C39H62ClN9O16,C1CCNC1,72,947.4003045840001,948.425,-3.0783000000000005,225.59209999999948,376.44999999999993,11,13,26,65,26,1,0,1,0.6923076923076923,0,8,8,0
CHEMBL262528,CHEMBL262528,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccccc1,NRDWCPRAYPDIAV-PFPONLIYSA-N,Small molecule,,0,0,900-1300,992.05,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccccc1,NRDWCPRAYPDIAV-PFPONLIYSA-N,C44H65N9O17,O=C(NNC(=O)[C@H]1CCCN1)Oc1ccccc1,78,991.44984162,992.0500000000001,-1.6447000000000036,242.33109999999942,385.67999999999995,11,14,26,70,26,2,1,1,0.5909090909090909,0,8,8,0
CHEMBL413262,CHEMBL413262,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccc(Cl)cc1,OUSIUPACNLAOCH-SNXMAQIISA-N,Small molecule,,0,0,900-1300,1026.49,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccc(Cl)cc1,OUSIUPACNLAOCH-SNXMAQIISA-N,C44H64ClN9O17,O=C(NNC(=O)[C@H]1CCCN1)Oc1ccccc1,81,1025.410869268,1026.4950000000001,-0.9913000000000001,247.34109999999944,385.67999999999995,11,14,26,71,27,2,1,1,0.5909090909090909,0,8,8,0
CHEMBL387089,CHEMBL387089,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccccc1[N+](=O)[O-],MKQSTFVMNIZSOJ-MQQAQDHQSA-N,Small molecule,,0,0,900-1300,1037.05,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccccc1[N+](=O)[O-],MKQSTFVMNIZSOJ-MQQAQDHQSA-N,C44H64N10O19,O=C(NNC(=O)[C@H]1CCCN1)Oc1ccccc1,85,1036.4349198280001,1037.047,-1.7365000000000028,248.98549999999943,428.81999999999994,11,16,27,73,29,2,1,1,0.5909090909090909,0,8,8,0
CHEMBL263608,CHEMBL263608,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,MQBSPHKUEZQPIL-SNXMAQIISA-N,Small molecule,,0,0,900-1300,1037.05,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,MQBSPHKUEZQPIL-SNXMAQIISA-N,C44H64N10O19,O=C(NNC(=O)[C@H]1CCCN1)Oc1ccccc1,85,1036.4349198280001,1037.047,-1.7365000000000028,248.98549999999943,428.81999999999994,11,16,27,73,29,2,1,1,0.5909090909090909,0,8,8,0
CHEMBL384532,CHEMBL384532,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OC(C)(C)C(Cl)(Cl)Cl,ZRRBFQWDNYWGBK-POVHYMBBSA-N,Small molecule,,0,0,900-1300,1075.39,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OC(C)(C)C(Cl)(Cl)Cl,ZRRBFQWDNYWGBK-POVHYMBBSA-N,C42H66Cl3N9O17,C1CCNC1,78,1073.364224692,1075.395,-0.5582999999999947,250.71509999999947,385.67999999999995,11,14,26,71,29,1,0,1,0.7142857142857143,0,8,8,0
CHEMBL6738,CHEMBL6738,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,VTYMYWVZWBJVJC-FAFZIYIWSA-N,Small molecule,,0,0,900-1300,921.96,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,VTYMYWVZWBJVJC-FAFZIYIWSA-N,C40H59N9O16,O=C(NNC(=O)[C@H]1CCCN1)Oc1ccccc1,85,921.4079768080001,921.9590000000001,-0.6959999999999951,224.8019999999995,362.41999999999996,9,14,23,65,25,2,1,1,0.6,0,7,7,0
CHEMBL425625,CHEMBL425625,CCCC(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,ILAIPXWMUKVTHN-YEWDDXQUSA-N,Small molecule,,0,0,900-1300,1036.06,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCC(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Oc1ccc([N+](=O)[O-])cc1,ILAIPXWMUKVTHN-YEWDDXQUSA-N,C45H65N9O19,O=C(CNC(=O)[C@H]1CCCN1)Oc1ccccc1,82,1035.4396708600002,1036.0590000000002,-1.788200000000003,250.2954999999994,425.58,11,16,29,73,28,2,1,1,0.6,0,9,8,1
CHEMBL386851,CHEMBL386851,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(-c2ccccc2)cc1,YEFHNGFTBDKXBC-FZIRJUHISA-N,Small molecule,,0,0,900-1300,1052.15,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(-c2ccccc2)cc1,YEFHNGFTBDKXBC-FZIRJUHISA-N,C50H69N9O16,O=C(NNC(=O)[C@H]1CCCN1)c1ccc(-c2ccccc2)cc1,79,1051.4862271279999,1052.1490000000001,-0.3363000000000045,266.0735999999996,376.44999999999993,11,13,27,75,25,3,2,1,0.52,0,8,8,0
CHEMBL383935,CHEMBL383935,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(/N=N\c2ccc([N+](=O)[O-])cc2)cc1,QTBBQYWWGOKLHG-VGFMVZORSA-N,Small molecule,,0,0,900-1300,1125.16,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(/N=N\c2ccc([N+](=O)[O-])cc2)cc1,QTBBQYWWGOKLHG-VGFMVZORSA-N,C50H68N12O18,O=C(NNC(=O)[C@H]1CCCN1)c1ccc(/N=N\c2ccccc2)cc1,89,1124.477453336,1125.16,0.3202999999999989,277.9099999999999,444.30999999999995,11,17,29,80,30,3,2,1,0.52,0,8,8,0
CHEMBL426151,CHEMBL426151,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(S(=O)(=O)F)cc1,QXULOGYJVMSJSZ-SNXMAQIISA-N,Small molecule,,0,0,900-1300,1058.11,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(S(=O)(=O)F)cc1,QXULOGYJVMSJSZ-SNXMAQIISA-N,C44H64FN9O18S,O=C(NNC(=O)[C@H]1CCCN1)c1ccccc1,82,1057.4074054280002,1058.106,-2.3451000000000057,248.93139999999943,410.5899999999999,11,15,27,73,29,2,1,1,0.5909090909090909,0,8,8,0
CHEMBL268413,CHEMBL268413,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)OCC2=C(C(=O)OC(C)(C)C)N3C(=O)[C@@H](Cl)[C@@H]3S(=O)(=O)C2)[C@@H](O)[C@H](C)O1,FWDRIGJFHRDFQZ-FDGPNNKWSA-N,Small molecule,,0,0,900-1300,907.30,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)OCC2=C(C(=O)OC(C)(C)C)N3C(=O)[C@@H](Cl)[C@@H]3S(=O)(=O)C2)[C@@H](O)[C@H](C)O1,FWDRIGJFHRDFQZ-FDGPNNKWSA-N,C40H43ClN2O18S,O=C(N[C@@H]1CCO[C@@H](O[C@H]2CCCc3cc4c(cc32)C(=O)c2ccccc2C4=O)C1)OCC1=CN2C(=O)C[C@@H]2S(=O)(=O)C1,107,906.1920112160001,907.3000000000001,0.5687000000000015,208.9834999999996,299.13,6,18,9,62,22,7,2,5,0.5,0,8,8,0
CHEMBL216753,CHEMBL216753,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Sc1ccccc1,BWPMQPICHWVGBM-PFPONLIYSA-N,Small molecule,,0,0,900-1300,1008.12,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Sc1ccccc1,BWPMQPICHWVGBM-PFPONLIYSA-N,C44H65N9O16S,O=C(NNC(=O)[C@H]1CCCN1)Sc1ccccc1,79,1007.426998,1008.118,-0.9314000000000029,247.56009999999944,376.44999999999993,11,14,26,70,26,2,1,1,0.5909090909090909,0,8,8,0
CHEMBL384151,CHEMBL384151,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Sc1ccc(Cl)cc1,VULRHKJVSPXIMU-SNXMAQIISA-N,Small molecule,,0,0,900-1300,1042.56,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)Sc1ccc(Cl)cc1,VULRHKJVSPXIMU-SNXMAQIISA-N,C44H64ClN9O16S,O=C(NNC(=O)[C@H]1CCCN1)Sc1ccccc1,82,1041.388025648,1042.563,-0.27799999999999936,252.57009999999946,376.44999999999993,11,14,26,71,27,2,1,1,0.5909090909090909,0,8,8,0
CHEMBL413,SIROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,Small molecule,4.0,1,1,900-1300,914.19,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,QFJCIRLUMZQUOT-HPLJOQBZSA-N,C51H79NO13,O=C1CCC=CCC(=O)C[C@@H](CCC2CCCCC2)OC(=O)[C@@H]2CCCCN2C(=O)C(=O)C2CCC[C@@H](CC/C=C/C=C/C=C/CCC1)O2,100,913.555141588,914.187,6.180600000000006,245.13739999999908,195.42999999999995,3,13,6,65,14,4,0,4,0.7450980392156863,0,15,15,0
CHEMBL262228,CHEMBL262228,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)O,RQWJHYFOAMWWSO-FOINILCOSA-N,Small molecule,,0,0,900-1300,1221.31,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CO)C(=O)O,RQWJHYFOAMWWSO-FOINILCOSA-N,C49H80N12O22S,C1CCNC1,82,1220.5230831999995,1221.3080000000002,-5.973600000000021,290.85259999999994,524.4399999999998,17,19,36,84,35,1,0,1,0.6938775510204082,0,11,11,0
CHEMBL412607,CHEMBL412607,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(C(F)(F)F)cc1,VCUZIINFCYWRJH-SNXMAQIISA-N,Small molecule,,0,0,900-1300,1044.05,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)c1ccc(C(F)(F)F)cc1,VCUZIINFCYWRJH-SNXMAQIISA-N,C45H64F3N9O16,O=C(NNC(=O)[C@H]1CCCN1)c1ccccc1,82,1043.442311628,1044.0480000000002,-0.9845000000000035,245.6395999999994,376.44999999999993,11,13,26,73,28,2,1,1,0.6,0,8,8,0
CHEMBL268985,CHEMBL268985,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCc1ccccc1,ZTXWMSHQWBOWEF-WSLMXDOOSA-N,Small molecule,,0,0,900-1300,1006.08,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCc1ccccc1,ZTXWMSHQWBOWEF-WSLMXDOOSA-N,C45H67N9O17,O=C(NNC(=O)[C@H]1CCCN1)OCc1ccccc1,80,1005.465491684,1006.077,-1.5069000000000046,246.4920999999994,385.67999999999995,11,14,27,71,26,2,1,1,0.6,0,8,8,0
CHEMBL265570,CHEMBL265570,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCc1ccc([N+](=O)[O-])cc1,RLVGAUVBYHQYKU-OAHAANARSA-N,Small molecule,,0,0,900-1300,1051.07,ChEMBL property-stratified molecule without FKS/glucan/antifungal keyword evidence,CCCN(NC(=O)[C@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)O)C(C)C)C(C)C)C(=O)OCc1ccc([N+](=O)[O-])cc1,RLVGAUVBYHQYKU-OAHAANARSA-N,C45H66N10O19,O=C(NNC(=O)[C@H]1CCCN1)OCc1ccccc1,87,1050.450569892,1051.0739999999998,-1.5987000000000045,253.1464999999994,428.81999999999994,11,16,28,74,29,2,1,1,0.6,0,8,8,0
