external_compound_id,preferred_name,compound_family,mechanism_class,target_relevance_tier,activity_relevance_tier,include_in_tier1_fks_set,include_in_tier2_cell_wall_set,use_for_pretraining,direct_fks,broad_antifungal,cell_wall_related,candidate_activity_rows,unique_source_reference_count,has_structure,has_inchikey,known_fks_family,review_priority,recommended_review_action,source_ids,smiles_canonical,inchikey
EXT-FKS-0097,CHEMBL5398567,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5398567,COc1cccc(NNC(=O)c2ccccn2)c1,YJLPHRCJEKYJAV-UHFFFAOYSA-N
EXT-FKS-0098,CHEMBL5403892,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5403892,O=C(NNc1cccc(F)c1)c1ccccn1,QGAVXLLEAXQPBD-UHFFFAOYSA-N
EXT-FKS-0099,CHEMBL5409386,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5409386,O=C(NNc1cc(F)ccc1F)c1ccccn1,FIBMYVQNZUICMF-UHFFFAOYSA-N
EXT-FKS-0100,CHEMBL5410486,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5410486,O=C(NNc1cccc(Cl)c1)c1ccccn1,VWUDDXOWPXNOFN-UHFFFAOYSA-N
EXT-FKS-0101,CHEMBL5412538,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5412538,COc1ccc(NNC(=O)c2cnccn2)cc1,HYYLYUMTJJVKCF-UHFFFAOYSA-N
EXT-FKS-0102,CHEMBL5415448,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5415448,COc1cccc(NNC(=O)c2cnccn2)c1,QYPYHGJYSMAUSC-UHFFFAOYSA-N
EXT-FKS-0103,CHEMBL5417319,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5417319,O=C(NNc1ccc(Cl)cc1)c1ccccn1,SUHHODATJRBDDB-UHFFFAOYSA-N
EXT-FKS-0104,CHEMBL5419181,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5419181,O=C(NNc1ccc(F)cc1F)c1cnccn1,XDDVQSQVPJJDHE-UHFFFAOYSA-N
EXT-FKS-0105,CHEMBL5420789,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5420789,O=C(NNc1ccc(F)cc1F)c1ccccn1,HDBYHCDRCLQPGZ-UHFFFAOYSA-N
EXT-FKS-0106,CHEMBL5420932,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5420932,O=C(NNc1cc(Cl)cc(Cl)c1)c1ccccn1,JWMRPYXLBLIAFQ-UHFFFAOYSA-N
EXT-FKS-0107,CHEMBL5430035,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5430035,COc1ccc(NNC(=O)c2ccccn2)cc1,YWQFBOFACXWZDG-UHFFFAOYSA-N
EXT-FKS-0108,CHEMBL5433540,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5433540,O=C(NNc1cccc(Cl)c1)c1cnccn1,WRYNLSQJBHKDHW-UHFFFAOYSA-N
EXT-FKS-0109,CHEMBL5435450,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,19,0,19,19,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5435450,O=C(NNc1ccc(F)cc1)c1ccccn1,RPKPBDNSEDTTHD-UHFFFAOYSA-N
EXT-FKS-0160,CHEMBL3084299,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,18,0,18,18,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL3084299,CC(C)(C)c1ccc(-c2c[nH]cc2[C@@H](c2ccc(Cl)cc2Cl)n2ccnc2)cc1,DULCCGQQCJNKEM-HSZRJFAPSA-N
EXT-FKS-0161,CHEMBL3085213,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,18,0,18,18,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL3085213,Clc1ccc(-c2c[nH]cc2[C@@H](c2ccc(Cl)cc2Cl)n2cnnc2)cc1,VBFAYSFFZTYTGS-LJQANCHMSA-N
EXT-FKS-0162,CHEMBL3085214,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,18,0,18,18,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL3085214,Clc1ccc(-c2c[nH]cc2[C@@H](c2ccc(Cl)cc2Cl)n2cncn2)cc1,IQXJVXKFKCRHBZ-LJQANCHMSA-N
EXT-FKS-0068,SALICYLIC ACID,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,18,0,18,18,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL424,O=C(O)c1ccccc1O,YGSDEFSMJLZEOE-UHFFFAOYSA-N
EXT-FKS-0046,TERCONAZOLE,azole_antifungal,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,18,0,18,17,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL1714574,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,BLSQLHNBWJLIBQ-UHFFFAOYSA-N
EXT-FKS-0164,THIMEROSAL,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,18,0,18,6,no,no,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL508338,,
EXT-FKS-0163,TOLNAFTATE,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,18,0,18,16,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,FUSNMLFNXJSCDI-UHFFFAOYSA-N
EXT-FKS-0165,CHEMBL307481,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,17,0,17,17,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL307481,O=[N+]([O-])/C=C/c1ccc(O)cc1,CTJKRKMPTRJAIT-AATRIKPKSA-N
EXT-FKS-0168,CHEMBL5426616,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,15,0,15,15,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5426616,O=C(NNc1ccc(Cl)cc1)c1cnccn1,UDMHNYZOZXOBQO-UHFFFAOYSA-N
EXT-FKS-0169,DIHYDROFERULIC ACID PROPYL ESTER,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,15,0,15,15,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL227581,CCCOC(=O)CCc1ccc(O)c(OC)c1,SPWKTSDNFHMAMM-UHFFFAOYSA-N
EXT-FKS-0170,ZINOCONAZOLE HYDROCHLORIDE,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,15,0,15,15,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL543443,Cl.Clc1ccc(/C(Cn2ccnc2)=N/Nc2c(Cl)cccc2Cl)s1,ABBHTBYIHZTISS-BGDWDFROSA-N
EXT-FKS-0173,CHEMBL6143632,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal;cell_wall_related,no,candidate_review,candidate_review,0,11,2,13,13,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL6143632,COc1ccc(NN=C(c2ccccn2)c2ccccn2)nc1,FSWCVBMKBCDAKC-UHFFFAOYSA-N
EXT-FKS-0166,EBERCONAZOLE,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,13,0,13,5,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL558722,Clc1cc(Cl)c2c(c1)CCc1ccccc1C2n1ccnc1,MPTJIDOGFUQSQH-UHFFFAOYSA-N
EXT-FKS-0183,CHEMBL1791175,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,12,0,12,7,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL1791175,CCCCCCC(N)C(=O)NC(C(=O)O)[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,FGMXJVCMMKCMCM-SCQSHYEUSA-N
EXT-FKS-0185,CHEMBL5265866,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,12,0,12,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5265866,Fc1ccc2[nH]cc(-c3ccsc3Br)c2c1,CTHHOBJEMCUYEM-UHFFFAOYSA-N
EXT-FKS-0186,CHEMBL5273323,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,12,0,12,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5273323,NC1CCCc2ccc(C3=NSC(c4cc(Cl)c(F)c(Cl)c4)(C(F)(F)F)C3)cc21,WIIPEMZZUSUXPS-UHFFFAOYSA-N
EXT-FKS-0187,CHEMBL5279514,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,12,0,12,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5279514,Clc1cc2c(c3ncccc13)OCN(CCc1ccccc1)C2,ZYGKVGCVMPUZOC-UHFFFAOYSA-N
EXT-FKS-0188,CHEMBL5286804,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,12,0,12,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5286804,Cc1cc(Nc2ccccc2C)n(-c2nc(=O)cc(C)[nH]2)n1,XOKVJPRXMFFLFX-UHFFFAOYSA-N
EXT-FKS-0189,CHEMBL5287641,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,12,0,12,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5287641,CCCCCn1nc(-c2ccc(Cl)cc2)cnc1=O,GUXQINMYKZAMTP-UHFFFAOYSA-N
EXT-FKS-0190,CHEMBL5289621,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,12,0,12,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL5289621,COCc1ncnc(NC(C)CC#Cc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)c1OC,ORODXUKIERSXLF-UHFFFAOYSA-N
EXT-FKS-0172,CHEMBL88738,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,12,0,12,6,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL88738,CC(C)(C)C(=O)OCC1C=C(c2ccc(Cl)c(Cl)c2)C(=O)O1,FPTPTFAICLBZDV-UHFFFAOYSA-N
EXT-FKS-0193,CICLOPIROX,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,12,0,12,12,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL1413,Cc1cc(C2CCCCC2)n(O)c(=O)c1,SCKYRAXSEDYPSA-UHFFFAOYSA-N
EXT-FKS-0195,ALBACONAZOLE,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL298817,C[C@@H](n1cnc2cc(Cl)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,UHIXWHUVLCAJQL-MPBGBICISA-N
EXT-FKS-0174,CHEMBL265396,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,11,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL265396,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4CCCNC(=O)[C@@H]5C[C@H](N=C(N)N)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc5ccc(O)c(C(=O)CN)c5)NC(=O)[C@@H]5CCCN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,KPZDNLTTZABEPD-TXJBLTIWSA-N
EXT-FKS-0175,CHEMBL269771,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,11,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL269771,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4CCCNC(=O)[C@@H]5C[C@H](N=C(N)N)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc5ccc(O)c(C(=O)CCN)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,DAFZYRMJQJUYQS-FMPGQBSJSA-N
EXT-FKS-0176,CHEMBL384087,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,11,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL384087,CCCCCCCCN1CCN(c2ccc(-c3ccc(C(=O)N[C@H]4CCCNC(=O)[C@@H]5C[C@H](N=C(N)N)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc5ccc(O)c(C(=O)CN)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)CC1,YTFBGKXNCMGLKZ-GDZGXEADSA-N
EXT-FKS-0177,CHEMBL386379,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,11,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL386379,CCCCCCCCN1CCN(c2ccc(-c3ccc(C(=O)N[C@H]4CCCNC(=O)[C@@H]5C[C@H](C(=O)CN)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc5ccc(O)c(C(=O)CN)c5)NC(=O)[C@@H]5CCCN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)CC1,KSQRSUGUCSCFMM-VVTBOOIPSA-N
EXT-FKS-0178,CHEMBL402663,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,11,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL402663,CCCCCCCCOc1ccc(N2CCN(c3ccc(C(=O)N[C@H]4CCCNC(=O)[C@@H]5C[C@H](C(=O)CN)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc5ccc(O)c(C(=O)CN)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)CC2)cc1,BXCLEBHBUNFELT-YBLHTOMMSA-N
EXT-FKS-0179,CHEMBL405255,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,11,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL405255,CCCCCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4CCCNC(=O)[C@@H]5C[C@H](N)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc5ccc(O)c(C(=O)CN)c5)NC(=O)[C@@H]5CCCN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,YPAYEPQKKBNLIK-CYNXVGPFSA-N
EXT-FKS-0180,CHEMBL405331,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,11,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL405331,CCCCCCCCOc1ccc(N2CCN(c3ccc(C(=O)N[C@H]4CCCNC(=O)[C@@H]5C[C@H](N)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc5ccc(O)c(C(=O)CN)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)CC2)cc1,FTIVNCNYASBZLM-DSSFPDPGSA-N
EXT-FKS-0181,CHEMBL406686,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,11,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL406686,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4CCCNC(=O)[C@@H]5C[C@H](N)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc5ccc(O)c(C(=O)CN)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,WWYNBHGDAHAHHZ-WOMXUOMOSA-N
EXT-FKS-0196,CHEMBL412304,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,6,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL412304,CCCCCc1cc[n+](CCCCCCCCCCCC[n+]2ccc(CCCCC)cc2)cc1.[Cl-].[Cl-],VYYLJIKXMXJHLY-UHFFFAOYSA-L
EXT-FKS-0182,CHEMBL429521,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,11,0,11,11,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL429521,CCCCCCCCOc1ccc(N2CCN(c3ccc(C(=O)N[C@H]4CCCNC(=O)[C@@H]5C[C@H](N=C(N)N)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCc5ccc(O)c(C(=O)CN)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)CC2)cc1,SVSREKUPFCJEPQ-DSSFPDPGSA-N
EXT-FKS-0215,CHEMBL224094,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,10,0,10,4,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL224094,O=C1NC(=S)S/C1=C\c1ccc(C(F)(F)F)cc1,ZXSOIGQCMUHMHG-YVMONPNESA-N
EXT-FKS-0217,CHEMBL387624,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,10,0,10,4,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL387624,O=C1NC(=S)S/C1=C\c1ccc(F)cc1,BQOQSIQMDZUHKF-YVMONPNESA-N
EXT-FKS-0221,LEVOKETOCONAZOLE,azole_antifungal,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,10,0,10,10,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL295698,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
EXT-FKS-0220,ABAFUNGIN,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal;cell_wall_related,no,candidate_review,candidate_review,0,8,1,9,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL3989547,Cc1ccc(Oc2ccccc2-c2csc(N=C3NCCCN3)n2)c(C)c1,TYBHXIFFPVFXQW-UHFFFAOYSA-N
EXT-FKS-0414,CHEMBL1791178,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal;cell_wall_related,no,candidate_review,candidate_review,0,8,1,9,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL1791178,NC(=O)OCC(O)C(O)C(N)C(=O)NC(C(=O)O)[C@H]1O[C@@H](n2cc(C(=O)O)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,JPFWJDMDPLEUBD-KMOPCTDWSA-N
EXT-FKS-0415,CHEMBL38032,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,9,0,9,9,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL38032,CCCCCCCCCCCCn1ccnc1,JMTFLSQHQSFNTE-UHFFFAOYSA-N
EXT-FKS-0419,SILVER NITRATE,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,9,0,9,3,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL177367,O=[N+]([O-])[O-].[Ag+],SQGYOTSLMSWVJD-UHFFFAOYSA-N
EXT-FKS-0167,CHEMBL125675,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,8,0,8,6,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL125675,C[C@H]1N(C(=O)c2ccc(C(F)(F)F)cc2)CC(=O)O[C@@]1(Cn1cncn1)c1ccc(Cl)cc1Cl,NPVBSXFZTVTWAA-LRTDBIEQSA-N
EXT-FKS-0420,CHEMBL131629,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,8,0,8,8,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL131629,O=[N+]([O-])c1ccc(C(c2c[nH]cc2-c2ccc(Cl)cc2Cl)n2ccnc2)cc1,KPLVYZXXTSLABZ-UHFFFAOYSA-N
EXT-FKS-0421,CHEMBL132204,mixed_fks,broad_antifungal_or_fks_resistance_context,Tier 2,broad_antifungal,no,candidate_review,candidate_review,0,8,0,8,8,yes,yes,no,P2_broad_antifungal_pretraining_review,Use mainly for pretraining/background unless mechanism is confirmed by source paper.,ChEMBL:CHEMBL132204,Fc1ccc(C(c2c[nH]cc2-c2ccccc2Cl)n2ccnc2)cc1,WFTCMOKXIZPGMX-UHFFFAOYSA-N
