dataset_version,compound_source,compound_id,compound_name,smiles,rdkit_parse_ok,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,clogp_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit,descriptor_pc1,descriptor_pc2
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0001,Papulacandin A,CCCCC/C=C/C=C/C(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)/C(C)=C/C=C/CC[C@@H](C)CC)[C@@H](O)[C@@]3(OCc4cc(O)cc(O)c43)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,98,886.4350860320002,4.065500000000009,251.35999999999996,8,16,22,63,16,4,1,0.574468085106383,0,12,0,-0.528578,-0.539252
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0002,Papulacandin B,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,99,900.414350588,2.812300000000001,271.59,9,17,21,64,17,4,1,0.5319148936170213,0,13,0,-0.798501,-0.366518
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0003,Papulacandin C,CCC(O)/C=C/C=C/C=C/C(=O)OC[C@H]1O[C@@H](O[C@H]2[C@H](OC(=O)/C=C/C=C/C[C@H](O)/C(C)=C/C=C/CC[C@@H](C)CC)[C@@H](O)[C@@]3(OCc4cc(O)cc(O)c43)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,99,900.4143505880003,2.812300000000001,271.59,9,17,21,64,17,4,1,0.5319148936170213,0,12,1,-0.78347,-0.563905
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0004,Papulacandin D,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CCCCO1,77,574.2777975439999,2.9977000000000014,166.14000000000001,6,10,12,41,10,3,1,0.5161290322580645,0,7,0,1.761124,-1.212076
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0006,Tetradecahydropapulacandin B,CC[C@H](C)CCCCCC(C)[C@@H](O)CCCCCC(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)CCCCCC[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,88,914.5239010360001,4.23620000000001,271.59,9,17,28,64,17,4,1,0.8297872340425532,0,13,1,-1.169621,-1.320363
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0007,Octahydropapulacandin D,CC[C@H](C)CCCCCC(C)[C@@H](O)CCCCCC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CCCCO1,69,582.3403977999999,3.749600000000004,166.14000000000001,6,10,16,41,10,3,1,0.7741935483870968,0,7,1,1.455496,-2.01713
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0008,Papulacandin B nona-acetate,CC[C@H](C)CC/C=C/C=C(\C)[C@H](C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@@H](CC)OC(C)=O)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](COC(C)=O)O[C@]2(OCc3cc(OC(C)=O)cc(OC(C)=O)c32)[C@@H]1OC(C)=O)OC(C)=O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,106,1278.509432744,7.247300000000009,326.21999999999997,0,26,30,91,26,4,1,0.5230769230769231,0,13,0,-2.109746,-0.087097
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0009,Papulacandin B degradation product I,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,87,736.3306209639999,0.8218999999999996,245.28999999999996,9,15,15,52,15,4,1,0.5945945945945946,0,12,0,-0.025154,-0.578876
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0010,Papulacandin B degradation product II,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@@]3(OCc4cc(O)cc(O)c43)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,50,462.1373408919998,-3.9211999999999994,218.98999999999995,9,13,4,32,13,4,1,0.6842105263157895,0,10,0,1.315713,-0.891658
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0011,Papulacandin B degradation product III,OC[C@H]1O[C@]2(OCc3cc(O)cc(O)c32)[C@H](O)[C@@H](O)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CCCCO1,38,300.08451747199996,-1.7454000000000005,139.84,6,8,1,21,8,3,1,0.5384615384615384,0,5,0,3.207647,-1.39417
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0012,Papulacandin B 6-I derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CI)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,100,1010.316083936,4.255000000000008,251.35999999999996,8,16,21,64,17,4,1,0.5319148936170213,0,13,0,-0.680283,-0.35686
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0013,Papulacandin B 6-Br derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CBr)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,100,962.3299480360001,4.214900000000008,251.35999999999996,8,16,21,64,17,4,1,0.5319148936170213,0,13,0,-0.634749,-0.372652
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0014,Papulacandin B 6-OCH2COCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](COCC(C)=O)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,103,956.4405653360001,3.4256000000000015,277.65999999999997,8,18,24,68,18,4,1,0.54,0,13,0,-1.08782,-0.37364
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0015,Papulacandin B 6-CH2-morpholine derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CN2CCOCC2)O[C@]2(OCc3cc(O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)[C@@H](CN2CCOCC2)O1,107,969.4721998120001,3.152200000000002,263.83,8,18,22,69,18,5,1,0.5686274509803921,0,13,0,-1.135453,0.10398
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0016,Papulacandin B 12-OCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OC)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,101,914.4300006520001,3.115300000000001,260.59,8,17,22,65,17,4,1,0.5416666666666666,0,13,0,-0.805954,-0.397642
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0017,"Papulacandin B 10,12-OCH3 derivative",CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OC)cc(OC)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,101,928.445650716,3.418300000000001,249.58999999999995,7,17,23,66,17,4,1,0.5510204081632653,0,13,0,-0.784856,-0.433506
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0018,Papulacandin B 12-OCH2CH2CH3 derivative,CCCOc1cc(O)c2c(c1)CO[C@]21O[C@H](CO)[C@@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@H](OC(=O)/C=C/C=C/C[C@H](O)/C(C)=C/C=C/CC[C@@H](C)CC)[C@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,105,942.4613007800001,3.8955000000000024,260.59,8,17,24,67,17,4,1,0.56,0,13,0,-0.953963,-0.44812
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0019,"Papulacandin B 10,12-di-OCH2CH2CH3 derivative",CCCOc1cc2c(c(OCCC)c1)[C@]1(OC2)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@H](OC(=O)/C=C/C=C/C[C@H](O)/C(C)=C/C=C/CC[C@@H](C)CC)[C@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,105,984.508250972,4.978700000000004,249.58999999999997,7,17,27,70,17,4,1,0.5849056603773585,0,13,0,-1.02148,-0.539922
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0020,Papulacandin B 10-OCH2COCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(OCC(C)=O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,105,956.4405653360001,3.074500000000001,277.65999999999997,8,18,24,68,18,4,1,0.54,0,13,0,-1.14011,-0.365168
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0021,Papulacandin B 12-OCH2COOH derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCC(=O)O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,106,958.4198298920002,2.5701000000000005,297.89,9,18,24,68,19,4,1,0.5306122448979592,0,13,0,-1.310452,-0.319484
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0022,Papulacandin B 10-OCH2COOH derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(OCC(=O)O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,106,958.4198298920002,2.5701000000000005,297.89,9,18,24,68,19,4,1,0.5306122448979592,0,13,0,-1.310452,-0.319484
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0023,Papulacandin B 10-OCH2COOCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(OCC(=O)OC)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,108,972.4354799560001,2.6585000000000014,286.89,8,19,24,69,19,4,1,0.54,0,13,0,-1.348991,-0.319207
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0024,Papulacandin B 10-OCH2COOCH2CH(OH)CH2OH derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(OCC(=O)OCC(O)CO)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,111,1032.4566093240003,1.3819000000000021,327.35,10,21,27,73,21,4,1,0.5576923076923077,0,13,1,-2.108802,-0.475304
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0025,Papulacandin B 11-CH2-morpholine 12-OCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OC)c(CN4CCOCC4)c(O)c32)[C@@H]1O,yes,c1cc2c(cc1CN1CCOCC1)[C@]1(CC[C@H](O[C@H]3CCCCO3)CO1)OC2,114,1013.4984145600001,2.947500000000003,273.05999999999995,8,19,24,72,19,5,1,0.5849056603773585,0,13,0,-1.52918,0.108365
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0026,Papulacandin B 11-CH2-piperazine-like derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)c(CN4CCNCC4)c(O)c32)[C@@H]1O,yes,c1cc2c(cc1CN1CCNCC1)[C@]1(CC[C@H](O[C@H]3CCCCO3)CO1)OC2,111,998.498748908,2.2175000000000016,286.86,10,19,23,71,19,5,1,0.5769230769230769,0,13,0,-1.594043,0.139575
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0027,Papulacandin B 11-NH2 12-OCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OC)c(N)c(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,105,929.440899684,2.6975000000000002,286.61,9,18,22,66,18,4,1,0.5416666666666666,0,13,0,-1.113488,-0.342235
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0028,Papulacandin B 11-NHCOCH3 12-OCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OC)c(NC(C)=O)c(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,108,971.4514643680001,3.073700000000002,289.69,9,18,23,69,19,4,1,0.54,0,13,0,-1.290579,-0.311126
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0029,Papulacandin B 11-NHCOCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)c(NC(C)=O)c(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,105,957.4358143040001,2.7707,300.69,10,18,22,68,19,4,1,0.5306122448979592,0,13,0,-1.269498,-0.283512
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0030,Papulacandin B 11-NHCOCH2NH2 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)c(NC(=O)CN)c(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,109,972.446713336,1.7095000000000014,326.71,11,19,23,69,20,4,1,0.5306122448979592,0,13,0,-1.655362,-0.24151
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0031,Papulacandin B 12-OCH2CH3 derivative,CCOc1cc(O)c2c(c1)CO[C@]21O[C@H](CO)[C@@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@H](OC(=O)/C=C/C=C/C[C@H](O)/C(C)=C/C=C/CC[C@@H](C)CC)[C@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,103,928.445650716,3.505400000000002,260.59,8,17,23,66,17,4,1,0.5510204081632653,0,13,0,-0.880174,-0.42326
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0033,Papulacandin B 12-OCH2CH2CH2I derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCCCI)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,108,1068.3579487480001,4.310600000000005,260.59,8,17,25,68,18,4,1,0.56,0,13,0,-1.179947,-0.403517
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0034,Papulacandin B 12-p-nitrobenzyl ether,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCc4ccc([N+](=O)[O-])cc4)cc(O)c32)[C@@H]1O,yes,c1ccc(COc2ccc3c(c2)CO[C@@]32CC[C@H](O[C@H]3CCCCO3)CO2)cc1,115,1035.446378988,4.593900000000005,303.72999999999996,8,19,25,74,20,5,2,0.48148148148148145,0,13,0,-1.370171,0.861539
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0035,Papulacandin B 12-OCH2COCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCC(C)=O)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,105,956.4405653360001,3.074500000000001,277.65999999999997,8,18,24,68,18,4,1,0.54,0,13,0,-1.14011,-0.365168
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0036,Papulacandin B 12-OCH2COOCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCC(=O)OC)cc(O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,108,972.4354799560001,2.6585000000000014,286.89,8,19,24,69,19,4,1,0.54,0,13,0,-1.348991,-0.319207
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0038,"Papulacandin B 10,12-di-OCH2CH2CH2I derivative",CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCCCI)cc(OCCCI)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,108,1236.3015469079999,5.808900000000008,249.58999999999995,7,17,29,72,19,4,1,0.5849056603773585,0,13,0,-1.431308,-0.459035
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0039,"Papulacandin B 10,12-di-p-nitrobenzyl ether",CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCc4ccc([N+](=O)[O-])cc4)cc(OCc4ccc([N+](=O)[O-])cc4)c32)[C@@H]1O,yes,c1ccc(COc2cc3c(c(OCc4ccccc4)c2)[C@]2(CC[C@H](O[C@H]4CCCCO4)CO2)OC3)cc1,116,1170.478407388,6.375500000000012,335.86999999999995,7,21,29,84,23,6,3,0.4426229508196721,0,13,0,-1.744485,2.024566
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0040,"Papulacandin B 10,12-di-OCH2COCH3 derivative",CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCC(C)=O)cc(OCC(C)=O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,105,1012.4667800840001,3.3367000000000027,283.72999999999996,7,19,27,72,19,4,1,0.5471698113207547,0,13,0,-1.396385,-0.378603
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0041,"Papulacandin B 10,12-di-OCH2COOH derivative",CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCC(=O)O)cc(OCC(=O)O)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,106,1016.4253091960002,2.3279000000000027,324.19,9,19,27,72,21,4,1,0.5294117647058824,0,13,0,-1.724194,-0.292066
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0042,"Papulacandin B 10,12-di-OCH2COOCH3 derivative",CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(OCC(=O)OC)cc(OCC(=O)OC)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,108,1044.4566093240003,2.504700000000003,302.19,7,21,27,74,21,4,1,0.5471698113207547,0,13,0,-1.772006,-0.294999
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0043,Papulacandin B 10-OCH3 derivative,CC[C@H](C)CC/C=C/C=C(\C)[C@@H](O)C/C=C/C=C/C(=O)O[C@H]1[C@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@]2(OCc3cc(O)cc(OC)c32)[C@@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,102,914.4300006520001,3.115300000000001,260.59,8,17,22,65,17,4,1,0.5416666666666666,0,13,0,-0.820001,-0.394869
papulacandin_external_fks_space_v0_1,papulacandin_core,PAPU-0044,Papulacandin B 10-OCH2COOCH2CH3 derivative,CCOC(=O)COc1cc(O)cc2c1[C@]1(OC2)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](COC(=O)/C=C/C=C\C=C\[C@H](O)CC)[C@H](O)[C@H](O)[C@H]2O)[C@H](OC(=O)/C=C/C=C/C[C@H](O)/C(C)=C/C=C/CC[C@@H](C)CC)[C@H]1O,yes,c1ccc2c(c1)CO[C@@]21CC[C@H](O[C@H]2CCCCO2)CO1,108,986.4511300200002,3.0486000000000018,286.89,8,19,25,70,19,4,1,0.5490196078431373,0,13,0,-1.394732,-0.349694
