external_compound_id,preferred_name,auto_review_confidence,auto_fks1_specificity,external_training_role,label_weight_external_pretraining,rdkit_parse_ok,canonical_smiles_rdkit,inchikey_rdkit,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,saturated_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit,double_bonds_unassigned_ez_rdkit
EXT-FKS-0071,CHEMBL2371765,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)[C@@H](CCCN)N(CCN)CCN)C(=O)O1,DYPMRZHFCFUAIU-XGOFCWKXSA-N,C80H136N18O24,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CN1,127,1732.997487231999,1734.0700000000018,-6.986999999999963,441.0767000000011,673.25,23,28,35,122,42,4,1,3,3,0.7375,0,20,20,0,0
EXT-FKS-0072,CHEMBL261821,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c([N+](=O)[O-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,IEHNGEHNFVQWFQ-IWUFRPNTSA-N,C50H79N9O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,105,1077.559392068,1078.228,-2.242399999999996,269.74889999999954,413.9599999999999,13,17,21,76,26,4,1,3,3,0.72,0,14,12,2,0
EXT-FKS-0073,CHEMBL262998,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c([N+](=O)[O-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DZJHKYNEIKEAII-WTANLFMKSA-N,C50H79N9O19,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,105,1109.549221308,1110.226,-3.4330999999999956,272.1444999999996,454.41999999999996,15,19,21,78,28,4,1,3,3,0.72,0,16,14,2,0
EXT-FKS-0074,CHEMBL263952,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(CC/C=C/C(=O)OC)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,VELZWMAUTIGNJS-MTCXQNRHSA-N,C56H88N8O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,113,1144.6267433560001,1145.359,-1.4887999999999957,292.57149999999984,397.11999999999995,13,17,24,81,25,4,1,3,3,0.6964285714285714,0,14,12,2,0
EXT-FKS-0075,CHEMBL264601,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCc1cc(C[C@H](O)[C@@H]2NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)CCCCCCCCC(C)CC(C)CC)C[C@@H](O)CNC(=O)[C@@H]3[C@@H](O)CCN3C(=O)[C@H]([C@@H](O)CC(N)=O)NC2=O)ccc1O,NLRQIQBJUOCKLY-BQCXFGOMSA-N,C53H86N8O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,103,1074.621264052,1075.3119999999997,-1.198099999999997,277.0894999999994,370.82,13,15,22,76,23,4,1,3,3,0.7358490566037735,0,14,12,2,0
EXT-FKS-0076,CHEMBL267407,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@@H](CCCN)N(CCN)CCN)C(=O)O1,WRLKNYWWAPRBTD-NCDHZQLMSA-N,C83H143N19O24,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CN1,126,1790.055336455999,1791.166000000002,-6.925799999999942,458.31840000000113,690.48,23,29,38,126,43,4,1,3,3,0.7469879518072289,0,20,20,0,0
EXT-FKS-0077,CHEMBL268666,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(C(=O)OC)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,QTQNAGKDLXUWBT-BRJZXISYSA-N,C52H82N8O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,104,1090.5797931640002,1091.267,-2.3639999999999977,274.4339999999995,397.11999999999995,13,17,21,77,25,4,1,3,3,0.7115384615384616,0,14,12,2,0
EXT-FKS-0078,CHEMBL268721,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(N)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,SHBCEJNLBCGEPX-CASJGOPRSA-N,C50H81N9O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,100,1079.5750421320001,1080.2440000000001,-3.759100000000003,269.90249999999963,437.29999999999995,16,18,20,76,26,4,1,3,3,0.72,0,16,14,2,0
EXT-FKS-0079,CHEMBL384968,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(I)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,MJHHWVSCOREXCK-CASJGOPRSA-N,C50H79IN8O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,101,1190.4607910679997,1191.1250000000002,-2.7366999999999932,278.2070999999997,411.28,15,17,20,76,26,4,1,3,3,0.72,0,16,14,2,0
EXT-FKS-0080,CHEMBL385431,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(C=O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JPVDXPWMPZWHDO-BQVKPKMMSA-N,C51H80N8O16,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,103,1060.5692284800002,1061.241,-2.338099999999996,268.48199999999946,387.88999999999993,13,16,21,75,24,4,1,3,3,0.7058823529411765,0,14,12,2,0
EXT-FKS-0081,CHEMBL385665,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,C=CCc1cc(C[C@H](O)[C@@H]2NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)CCCCCCCCC(C)CC(C)CC)C[C@@H](O)CNC(=O)[C@@H]3[C@@H](O)CCN3C(=O)[C@H]([C@@H](O)CC(N)=O)NC2=O)ccc1O,BKIZYAMEYWKGHJ-BQCXFGOMSA-N,C53H84N8O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,106,1072.6056139880002,1073.2959999999996,-1.4220999999999986,276.9954999999995,370.82,13,15,22,76,23,4,1,3,3,0.6981132075471698,0,14,12,2,0
EXT-FKS-0082,CHEMBL386826,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(N=[N+]=[N-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DISWHMWIYQNITF-HYTINFHMSA-N,C50H79N11O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,107,1073.575710828,1074.244,-1.2087999999999888,271.90049999999957,419.58,13,16,21,76,26,4,1,3,3,0.72,0,14,12,2,1
EXT-FKS-0083,CHEMBL406357,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc3c(c2)CC(O)O3)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DULUVSWVIXJZRU-HJQSVNFOSA-N,C52H82N8O16,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccc3c(c2)CCO3)NC(=O)[C@@H]2CCCN2C(=O)CN1,106,1074.584878544,1075.268,-2.6028999999999995,271.7684999999995,380.04999999999995,13,16,20,76,24,5,1,4,3,0.7307692307692307,0,15,12,3,0
EXT-FKS-0084,CHEMBL406668,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(=O)CS)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,KIPPSYADPWYJBT-JUAGRKTBSA-N,C52H83N9O18S,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,105,1153.557677816,1154.3480000000002,-3.472999999999995,287.97279999999967,440.37999999999994,17,19,22,80,28,4,1,3,3,0.7115384615384616,0,16,14,2,0
EXT-FKS-0085,CHEMBL407083,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2cc(I)c(O)c(I)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,GCXHJUVLEQZXCU-YMBFVZQJSA-N,C50H78I2N8O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,97,1316.3574390359993,1317.0210000000006,-2.1320999999999892,290.9240999999997,411.28,15,17,20,77,27,4,1,3,3,0.72,0,16,14,2,0
EXT-FKS-0086,CHEMBL408285,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZIUUKZWWRPCDLZ-FAEXWCCJSA-N,C50H80N8O16,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,98,1048.5692284800002,1049.23,-2.4449999999999954,264.7592999999995,391.04999999999995,14,16,20,74,24,4,1,3,3,0.72,0,14,12,2,0
EXT-FKS-0087,CHEMBL408469,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(N=[N+]=[N-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XSLNADGNECLEOY-CASJGOPRSA-N,C50H79N11O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,107,1105.5655400679998,1106.242,-2.3994999999999904,274.2960999999996,460.04,15,18,21,78,28,4,1,3,3,0.72,0,16,14,2,1
EXT-FKS-0088,CHEMBL410837,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,C=Cc1cc(C[C@H](O)[C@@H]2NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)CCCCCCCCC(C)CC(C)CC)C[C@@H](O)CNC(=O)[C@@H]3[C@@H](O)CCN3C(=O)[C@H]([C@@H](O)CC(N)=O)NC2=O)ccc1O,DEPDABZUMGIRQV-ZWCVPZMSSA-N,C52H82N8O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,103,1058.5899639240001,1059.2689999999998,-1.5075999999999983,273.1854999999994,370.82,13,15,21,75,23,4,1,3,3,0.6923076923076923,0,14,12,2,0
EXT-FKS-0089,CHEMBL412499,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCc1cc(C[C@H](O)[C@@H]2NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)CCCCCCCCC(C)CC(C)CC)C[C@@H](O)CNC(=O)[C@@H]3[C@@H](O)CCN3C(=O)[C@H]([C@@H](O)CC(N)=O)NC2=O)ccc1O,UXTGMPVOSUHGCT-ZWCVPZMSSA-N,C52H84N8O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,100,1060.6056139880002,1061.2849999999996,-1.5882000000000014,272.4724999999994,370.82,13,15,21,75,23,4,1,3,3,0.7307692307692307,0,14,12,2,0
EXT-FKS-0090,CHEMBL413522,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(N)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZHZNTPWGKLIXJS-HYTINFHMSA-N,C50H81N9O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,100,1047.585212892,1048.2459999999999,-2.5684,267.5068999999995,396.8399999999999,14,16,20,74,24,4,1,3,3,0.72,0,14,12,2,0
EXT-FKS-0091,CHEMBL415669,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(I)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,CYTCSJFRKOSRSJ-HYTINFHMSA-N,C50H79IN8O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,101,1158.4709618279999,1159.127,-1.5459999999999912,275.81149999999957,370.81999999999994,13,15,20,74,24,4,1,3,3,0.72,0,14,12,2,0
EXT-FKS-0092,CHEMBL415843,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@H](CCCN)N(CCN)CCN)C(=O)O1,WRLKNYWWAPRBTD-MUYNXBBSSA-N,C83H143N19O24,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CN1,126,1790.055336455999,1791.166000000002,-6.925799999999942,458.31840000000113,690.48,23,29,38,126,43,4,1,3,3,0.7469879518072289,0,20,20,0,0
EXT-FKS-0093,CHEMBL428264,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,ZDGSWUBIMMFISL-OMEKCKKKSA-N,C50H80N8O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,95,1032.57431386,1033.231,-2.150599999999996,263.09449999999936,370.81999999999994,13,15,20,73,23,4,1,3,3,0.72,0,14,12,2,0
EXT-FKS-0094,CHEMBL439260,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(C)=O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XRNDGTRTKPYKPG-CEXKYUCZSA-N,C52H83N9O18,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,103,1121.585606816,1122.2810000000002,-3.382899999999998,279.79379999999964,440.37999999999994,16,18,21,79,27,4,1,3,3,0.7115384615384616,0,16,14,2,0
EXT-FKS-0095,CHEMBL441213,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(CCO)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,LSIMKAYAOQPVPD-ZWCVPZMSSA-N,C52H84N8O16,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,104,1076.600528608,1077.2839999999999,-2.615799999999998,273.88429999999954,391.04999999999995,14,16,22,76,24,4,1,3,3,0.7307692307692307,0,14,12,2,0
EXT-FKS-0110,CHEMBL1253514,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCCCCCCOc1ccc(NC(=O)C(CCCNC(=O)OC(C)(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,OKJVVSRMMOTBCQ-XSFVSMFZSA-N,C33H47N3O7,O=C(/C=C/c1ccccc1)NCC(=O)Nc1ccccc1,67,597.3414008439998,597.7530000000004,6.278700000000008,168.14969999999965,146.22000000000003,5,7,17,43,10,2,2,0,0,0.48484848484848486,0,1,0,1,0
EXT-FKS-0111,CHEMBL1254586,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,HFZRBOQOEOYULI-GCYSLVJSSA-N,C26H43N3O7,O=C(CNC(=O)C1CCCCC1)Nc1ccccc1,57,509.3101007159999,509.6440000000003,1.1957000000000013,136.36599999999999,174.36999999999998,7,8,15,36,10,2,1,1,1,0.6923076923076923,0,5,4,1,0
EXT-FKS-0112,CHEMBL1254587,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCCCCCCOc1ccc(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,REOJVSKXQSLVIC-XCJLJZCSSA-N,C21H33NO6,O=C(Nc1ccccc1)C1CCCCC1,43,395.23078777599994,395.49600000000015,1.9719999999999995,106.14690000000003,119.25000000000001,5,6,10,28,7,2,1,1,1,0.6666666666666666,0,4,4,0,0
EXT-FKS-0113,CHEMBL1254665,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)C(C)O)cc1,VFKYWENFHUNGIR-AZNHSDBPSA-N,C25H40N2O8,O=C(CNC(=O)C1CCCCC1)Nc1ccccc1,54,496.2784662399999,496.6010000000003,0.8376000000000003,129.75840000000002,168.57999999999998,7,8,13,35,10,2,1,1,1,0.68,0,6,4,2,0
EXT-FKS-0114,CHEMBL1254666,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)O)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,ABWVWFSSNXFYHC-UTYTUGOQSA-N,C25H38N2O9,O=C(CNC(=O)C1CCCCC1)Nc1ccccc1,55,510.25773079599986,510.58400000000023,0.9315,130.3304,185.64999999999998,7,8,14,36,11,2,1,1,1,0.64,0,5,4,1,0
EXT-FKS-0115,CHEMBL1254748,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1.0,yes,CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,VXHOTIXTDQAMLQ-GZTJUZNOSA-N,C28H39N3O5,O=C(/C=C/c1ccccc1)NCC(=O)Nc1ccccc1,59,497.28897134799996,497.63600000000025,4.712700000000004,142.96739999999997,133.91,5,6,16,36,8,2,2,0,0,0.42857142857142855,0,1,0,1,0
