dataset_version,external_compound_id,preferred_name,compound_family,strict_inclusion_class,source_ids,smiles_canonical,canonical_smiles_rdkit,inchikey,inchikey_rdkit,rdkit_parse_ok,structure_ready_for_2d_modeling,auto_review_decision,auto_review_confidence,auto_mechanism_scope,auto_fks1_specificity,external_training_role,mechanism_classification_label,label_weight_external_pretraining,use_for_external_pretraining_v0_1,use_for_external_chemical_space_v0_1,use_for_papulacandin_exact_activity_regression,exact_activity_regression_exclusion_reason,manual_review_required_before_final_claim,accepted_direct_evidence_rows,high_confidence_direct_rows,medium_high_confidence_direct_rows,fks1_specific_direct_rows,target_unchecked_direct_rows,unique_source_reference_count,activity_rows_total,activity_rows_with_converted_uM,activity_endpoint_type_count,activity_organism_count,activity_source_reference_count,direct_evidence_rows_reviewed,direct_evidence_high_rows,direct_evidence_medium_high_rows,direct_evidence_fks1_specific_rows,direct_exact_value_rows,best_direct_exact_value_uM,best_direct_exact_p_activity,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,saturated_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit,double_bonds_unassigned_ez_rdkit,duplicate_inchikey_group_size,duplicate_rdkit_smiles_group_size,evidence_summary,recommended_action,manual_override_decision,manual_note,rdkit_parse_error,data_origin,whole_cell_label_direct_rows
external_fks_model_ready_v0_1,EXT-FKS-0095,CHEMBL441213,pneumocandin,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL441213,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(CCO)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(CCO)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,LSIMKAYAOQPVPD-ZWCVPZMSSA-N,LSIMKAYAOQPVPD-ZWCVPZMSSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,2,2,2,0,2,1,1,0,0,1,0.06,7.222,C52H84N8O16,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,104,1076.600528608,1077.2839999999999,-2.615799999999998,273.88429999999954,391.04999999999995,14,16,22,76,24,4,1,3,3,0.7307692307692307,0,14,12,2,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='1,3-beta-glucan synthase component GSC2', method='In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0110,CHEMBL1253514,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1253514,CCCCCCCCOc1ccc(NC(=O)C(CCCNC(=O)OC(C)(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,CCCCCCCCOc1ccc(NC(=O)C(CCCNC(=O)OC(C)(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,OKJVVSRMMOTBCQ-XSFVSMFZSA-N,OKJVVSRMMOTBCQ-XSFVSMFZSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,52,4.284,C33H47N3O7,O=C(/C=C/c1ccccc1)NCC(=O)Nc1ccccc1,67,597.3414008439998,597.7530000000004,6.278700000000008,168.14969999999965,146.22000000000003,5,7,17,43,10,2,2,0,0,0.48484848484848486,0,1,0,1,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0111,CHEMBL1254586,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1254586,CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,HFZRBOQOEOYULI-GCYSLVJSSA-N,HFZRBOQOEOYULI-GCYSLVJSSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,53,4.276,C26H43N3O7,O=C(CNC(=O)C1CCCCC1)Nc1ccccc1,57,509.3101007159999,509.6440000000003,1.1957000000000013,136.36599999999999,174.36999999999998,7,8,15,36,10,2,1,1,1,0.6923076923076923,0,5,4,1,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0112,CHEMBL1254587,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1254587,CCCCCCCCOc1ccc(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,CCCCCCCCOc1ccc(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,REOJVSKXQSLVIC-XCJLJZCSSA-N,REOJVSKXQSLVIC-XCJLJZCSSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,,,C21H33NO6,O=C(Nc1ccccc1)C1CCCCC1,43,395.23078777599994,395.49600000000015,1.9719999999999995,106.14690000000003,119.25000000000001,5,6,10,28,7,2,1,1,1,0.6666666666666666,0,4,4,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0113,CHEMBL1254665,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1254665,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)C(C)O)cc1,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)C(C)O)cc1,VFKYWENFHUNGIR-AZNHSDBPSA-N,VFKYWENFHUNGIR-AZNHSDBPSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,,,C25H40N2O8,O=C(CNC(=O)C1CCCCC1)Nc1ccccc1,54,496.2784662399999,496.6010000000003,0.8376000000000003,129.75840000000002,168.57999999999998,7,8,13,35,10,2,1,1,1,0.68,0,6,4,2,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0114,CHEMBL1254666,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1254666,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)O)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)O)NC(=O)[C@]2(O)C[C@@H](O)[C@@H](O)[C@H](O)C2)cc1,ABWVWFSSNXFYHC-UTYTUGOQSA-N,ABWVWFSSNXFYHC-UTYTUGOQSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,,,C25H38N2O9,O=C(CNC(=O)C1CCCCC1)Nc1ccccc1,55,510.25773079599986,510.58400000000023,0.9315,130.3304,185.64999999999998,7,8,14,36,11,2,1,1,1,0.64,0,5,4,1,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0115,CHEMBL1254748,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1254748,CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,CCCCCCCCOc1ccc(NC(=O)C(CCCN)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,VXHOTIXTDQAMLQ-GZTJUZNOSA-N,VXHOTIXTDQAMLQ-GZTJUZNOSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,22,4.658,C28H39N3O5,O=C(/C=C/c1ccccc1)NCC(=O)Nc1ccccc1,59,497.28897134799996,497.63600000000025,4.712700000000004,142.96739999999997,133.91,5,6,16,36,8,2,2,0,0,0.42857142857142855,0,1,0,1,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0116,CHEMBL1254749,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1254749,CCCCCCCCOc1ccc(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,CCCCCCCCOc1ccc(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,MRBWPWAYLSFVGL-OQLLNIDSSA-N,MRBWPWAYLSFVGL-OQLLNIDSSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,,,C23H29NO4,O=C(/C=C/c1ccccc1)Nc1ccccc1,45,383.209658408,383.4880000000001,5.489000000000006,112.74830000000003,78.79,3,4,11,28,5,2,2,0,0,0.34782608695652173,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0117,CHEMBL1254833,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1254833,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)/C=C/c2ccc(O)c(O)c2)C(C)O)cc1,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)/C=C/c2ccc(O)c(O)c2)C(C)O)cc1,IHIWXSUSYPDNEP-MHWRWJLKSA-N,IHIWXSUSYPDNEP-MHWRWJLKSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,,,C27H36N2O6,O=C(/C=C/c1ccccc1)NCC(=O)Nc1ccccc1,56,484.25733687199994,484.59300000000025,4.354600000000005,136.35979999999995,128.12,5,6,14,35,8,2,2,0,0,0.4074074074074074,0,2,0,2,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0118,CHEMBL1254834,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1254834,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)O)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)O)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,BUEVNTFVIWXERB-OQLLNIDSSA-N,BUEVNTFVIWXERB-OQLLNIDSSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,,,C27H34N2O7,O=C(/C=C/c1ccccc1)NCC(=O)Nc1ccccc1,57,498.2366014279999,498.5760000000002,4.448500000000005,136.93179999999998,145.19,5,6,15,36,9,2,2,0,0,0.37037037037037035,0,1,0,1,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0119,CHEMBL1254920,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1254920,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)/C=C/c2ccc(O)c(O)c2)C(C)OC(C)(C)C)cc1,CCCCCCCCOc1ccc(NC(=O)C(NC(=O)/C=C/c2ccc(O)c(O)c2)C(C)OC(C)(C)C)cc1,SUMSRFHRSFADQZ-CPNJWEJPSA-N,SUMSRFHRSFADQZ-CPNJWEJPSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,37,4.432,C31H44N2O6,O=C(/C=C/c1ccccc1)NCC(=O)Nc1ccccc1,61,540.319937128,540.7010000000004,6.1774000000000076,154.9789999999998,117.12000000000002,4,6,15,39,8,2,2,0,0,0.4838709677419355,0,2,0,2,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0120,CHEMBL1255007,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1255007,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)OC(C)(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,CCCCCCCCOc1ccc(NC(=O)C(CC(=O)OC(C)(C)C)NC(=O)/C=C/c2ccc(O)c(O)c2)cc1,YYKJRRLNAZNNNH-LDADJPATSA-N,YYKJRRLNAZNNNH-LDADJPATSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,58,4.237,C31H42N2O7,O=C(/C=C/c1ccccc1)NCC(=O)Nc1ccccc1,62,554.299201684,554.6840000000003,5.705600000000007,155.14099999999982,134.19,4,7,15,40,9,2,2,0,0,0.45161290322580644,0,1,0,1,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans 1,3 beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0121,CHEMBL1684737,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684737,O=c1c(N2CCOCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,O=c1c(N2CCOCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,PZXJUKQCRGDEMC-UHFFFAOYSA-N,PZXJUKQCRGDEMC-UHFFFAOYSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,2,2,0,0,0,2,2,2,1,0,2,2,2,0,0,2,9.289,5.032,C25H29N5O4S,O=c1c(N2CCOCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,50,495.1940254080001,495.60500000000025,1.7211000000000012,135.7177999999999,87.97999999999999,0,7,6,35,10,5,3,2,2,0.36,0,0,0,0,0,1,1,"2/2 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0122,CHEMBL1684744,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1684744,CCOCCOc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2ccccc2)c1=O,CCOCCOc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2ccccc2)c1=O,XNZIFXFXKFOZAJ-UHFFFAOYSA-N,XNZIFXFXKFOZAJ-UHFFFAOYSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,2,2,0,0,0,2,2,2,1,0,2,2,2,0,0,2,1.807,5.743,C25H30N4O5S,O=c1cc(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,55,498.19369106,498.6050000000002,2.2997999999999994,134.67379999999994,93.97,0,7,10,35,10,4,3,1,1,0.36,0,0,0,0,0,1,1,"2/2 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of Candida albicans BWP17 1,3-beta-D-glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0123,CHEMBL1770510,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL1770510,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,NNOUVVCIUCZWGO-UHFFFAOYSA-N,NNOUVVCIUCZWGO-UHFFFAOYSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,2,2,0,0,0,2,2,2,1,0,2,2,2,0,0,2,0.3787,6.422,C26H29ClN4O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,59,528.159804088,529.0620000000002,3.859300000000003,140.57979999999984,84.74000000000001,0,6,7,36,10,5,3,2,2,0.38461538461538464,0,0,0,0,0,1,1,"2/2 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of 1,3-beta-D-glucan synthase in Candida albicans BWP17 membranes'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0124,CHEMBL2371715,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2371715,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@H](N)CCCN)C(=O)O1,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@H](N)CCCN)C(=O)O1,RQPFLMJGHVWEKS-HCKKGEAPSA-N,RQPFLMJGHVWEKS-HCKKGEAPSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.00083,9.081,C79H133N17O24,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CN1,123,1703.9709381359992,1705.0280000000016,-6.186499999999977,432.8240000000011,661.22,22,27,33,120,41,4,1,3,3,0.7341772151898734,0,20,20,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='In vitro inhibitory activity against Beta glucan synthase'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
