dataset_version,external_compound_id,preferred_name,compound_family,strict_inclusion_class,source_ids,smiles_canonical,canonical_smiles_rdkit,inchikey,inchikey_rdkit,rdkit_parse_ok,structure_ready_for_2d_modeling,auto_review_decision,auto_review_confidence,auto_mechanism_scope,auto_fks1_specificity,external_training_role,mechanism_classification_label,label_weight_external_pretraining,use_for_external_pretraining_v0_1,use_for_external_chemical_space_v0_1,use_for_papulacandin_exact_activity_regression,exact_activity_regression_exclusion_reason,manual_review_required_before_final_claim,accepted_direct_evidence_rows,high_confidence_direct_rows,medium_high_confidence_direct_rows,fks1_specific_direct_rows,target_unchecked_direct_rows,unique_source_reference_count,activity_rows_total,activity_rows_with_converted_uM,activity_endpoint_type_count,activity_organism_count,activity_source_reference_count,direct_evidence_rows_reviewed,direct_evidence_high_rows,direct_evidence_medium_high_rows,direct_evidence_fks1_specific_rows,direct_exact_value_rows,best_direct_exact_value_uM,best_direct_exact_p_activity,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,saturated_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit,double_bonds_unassigned_ez_rdkit,duplicate_inchikey_group_size,duplicate_rdkit_smiles_group_size,evidence_summary,recommended_action,manual_override_decision,manual_note,rdkit_parse_error,data_origin,whole_cell_label_direct_rows
external_fks_model_ready_v0_1,EXT-FKS-0278,CHEMBL2046596,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046596,CN(C)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,CN(C)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,KUFRELCGAOJNAN-ZROANONASA-N,KUFRELCGAOJNAN-ZROANONASA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1.904,5.72,C21H30ClN5O4S,O=C(Nc1ccccc1)/C(=C/N1CCNCC1)OC1CCCC1,59,483.17070312,484.0220000000004,2.522870000000001,124.9852,106.04000000000002,2,6,8,32,11,3,1,2,2,0.5238095238095238,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0279,CHEMBL2046597,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046597,CC(C)N(C)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,CC(C)N(C)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,FKKNWHYAOJHQSA-SCZGOTETSA-N,FKKNWHYAOJHQSA-SCZGOTETSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1.448,5.839,C23H34ClN5O4S,O=C(Nc1ccccc1)/C(=C/N1CCNCC1)OC1CCCC1,62,511.202003248,512.0760000000004,3.301470000000002,134.19719999999995,106.04000000000002,2,6,9,34,11,3,1,2,2,0.5652173913043478,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0280,CHEMBL2046598,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046598,CCN(CC)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,CCN(CC)S(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,MKKUOZCKZQDJEY-NFPNLUPESA-N,MKKUOZCKZQDJEY-NFPNLUPESA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.626,6.203,C23H34ClN5O4S,O=C(Nc1ccccc1)/C(=C/N1CCNCC1)OC1CCCC1,62,511.202003248,512.0760000000004,3.3030700000000017,134.21919999999994,106.04000000000002,2,6,10,34,11,3,1,2,2,0.5652173913043478,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0281,CHEMBL2046599,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046599,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)N2CCOCC2)CC1,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)N2CCOCC2)CC1,TZVVWCLNJSUIIN-NFPNLUPESA-N,TZVVWCLNJSUIIN-NFPNLUPESA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,2.875,5.541,C23H32ClN5O5S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)N2CCOCC2)CC1)OC1CCCC1,60,525.181267804,526.0590000000003,2.29347,133.69019999999998,115.26999999999998,2,7,8,35,12,4,1,3,3,0.5652173913043478,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0282,CHEMBL2046600,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046600,CC(C)NS(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,CC(C)NS(=O)(=O)N1CCN(/C(C=N)=C(\OC2CCCC2)C(=O)Nc2cccc(Cl)c2)CC1,XDKMKJOUIWRASO-VEDFYNFPSA-N,XDKMKJOUIWRASO-VEDFYNFPSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.362,6.441,C22H32ClN5O4S,O=C(Nc1ccccc1)/C(=C/N1CCNCC1)OC1CCCC1,60,497.186353184,498.0490000000003,2.959270000000001,129.5699,114.83000000000001,3,6,9,33,11,3,1,2,2,0.5454545454545454,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0283,CHEMBL2046601,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046601,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(N)(=O)=O)CC1,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(N)(=O)=O)CC1,XQWGKNSQLXSQFR-DVIMMUSFSA-N,XQWGKNSQLXSQFR-DVIMMUSFSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,42.18,4.375,C19H26ClN5O4S,O=C(Nc1ccccc1)C(=CN1CCNCC1)OC1CCCC1,55,455.139402992,455.9680000000003,1.9199699999999997,115.48560000000005,128.82,3,6,7,30,11,3,1,2,2,0.47368421052631576,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0284,CHEMBL2046602,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046602,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)Nc2ccccc2)CC1,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)Nc2ccccc2)CC1,RRBHVEFCBIRGAG-DTKMNITDSA-N,RRBHVEFCBIRGAG-DTKMNITDSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.1167,6.933,C25H30ClN5O4S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)Nc2ccccc2)CC1)OC1CCCC1,58,531.17070312,532.0660000000001,4.073370000000002,141.36289999999988,114.82999999999998,3,6,9,36,11,4,2,2,2,0.36,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0285,CHEMBL2046603,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046603,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)NCc2ccccc2)CC1,N=C/C(=C(/OC1CCCC1)C(=O)Nc1cccc(Cl)c1)N1CCN(S(=O)(=O)NCc2ccccc2)CC1,POQURDKYGIGRLF-ZWTHDRSTSA-N,POQURDKYGIGRLF-ZWTHDRSTSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.08804,7.055,C26H32ClN5O4S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2ccccc2)CC1)OC1CCCC1,64,545.1863531839999,546.0930000000002,3.751070000000002,144.57989999999984,114.82999999999998,3,6,10,37,11,4,2,2,2,0.38461538461538464,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0286,CHEMBL2046604,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046604,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccccc3)CC2)CC1,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccccc3)CC2)CC1,ZATUOMGGKDUPEZ-HQGOUPJPSA-N,ZATUOMGGKDUPEZ-HQGOUPJPSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,5.319,5.274,C26H32ClN5O4S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,67,545.1863531839999,546.0930000000001,3.608570000000002,144.5318999999998,114.82999999999998,3,6,11,37,11,4,2,2,2,0.38461538461538464,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0287,CHEMBL2046734,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046734,COC(=O)c1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1,COC(=O)c1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1,CAHWNZKANYUEEB-FKFGHBOGSA-N,CAHWNZKANYUEEB-FKFGHBOGSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.5305,6.275,C28H34ClN5O6S,O=C(Nc1ccccc1)/C(=C/N1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,72,603.191832488,604.1290000000001,3.395170000000002,155.8713999999997,141.13,3,8,12,41,13,4,2,2,2,0.39285714285714285,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0288,CHEMBL2046735,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046735,COc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1OC,COc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1OC,COVONANKQIFGCD-BPDKCRNSSA-N,COVONANKQIFGCD-BPDKCRNSSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.2974,6.527,C28H36ClN5O6S,O=C(Nc1ccccc1)/C(=C/N1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,73,605.207482552,606.1450000000001,3.625770000000002,157.63589999999968,133.29,3,8,13,41,13,4,2,2,2,0.42857142857142855,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0289,CHEMBL2046736,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046736,Cc1nc2ccc(CNS(=O)(=O)N3CCN(/C(C=N)=C(\OCC4(C)CC4)C(=O)Nc4cccc(Cl)c4)CC3)cc2s1,Cc1nc2ccc(CNS(=O)(=O)N3CCN(/C(C=N)=C(\OCC4(C)CC4)C(=O)Nc4cccc(Cl)c4)CC3)cc2s1,CLISBDIPJYYXQR-IITBXXSASA-N,CLISBDIPJYYXQR-IITBXXSASA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.09738,7.012,C28H33ClN6O4S2,O=C(Nc1ccccc1)/C(=C/N1CCN(S(=O)(=O)NCc2ccc3ncsc3c2)CC1)OCC1CC1,80,616.169323216,617.1970000000001,4.526690000000003,162.44689999999966,127.72000000000003,3,8,11,41,13,5,3,2,2,0.39285714285714285,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0290,CHEMBL2046737,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046737,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3cccnc3)CC2)CC1,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3cccnc3)CC2)CC1,FONVZDXRRXHSMH-JQULFPKWSA-N,FONVZDXRRXHSMH-JQULFPKWSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.2014,6.696,C25H31ClN6O4S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2cccnc2)CC1)OCC1CC1,73,546.181602152,547.0810000000001,3.0035700000000007,142.32689999999982,127.71999999999998,3,7,11,37,12,4,2,2,2,0.4,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0291,CHEMBL2046738,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046738,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccncc3)CC2)CC1,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccncc3)CC2)CC1,AOWOTUFNXJGSTK-QOKKNFLSSA-N,AOWOTUFNXJGSTK-QOKKNFLSSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.09154,7.038,C25H31ClN6O4S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2ccncc2)CC1)OCC1CC1,70,546.181602152,547.0810000000001,3.0035700000000007,142.32689999999982,127.71999999999998,3,7,11,37,12,4,2,2,2,0.4,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0292,CHEMBL2046739,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046739,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4ccccc4s3)CC2)CC1,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4ccccc4s3)CC2)CC1,ZPPYXMZEIRMQDJ-SYTPGCSYSA-N,ZPPYXMZEIRMQDJ-SYTPGCSYSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.3986,6.399,C27H31ClN6O4S2,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2nc3ccccc3s2)CC1)OCC1CC1,77,602.153673152,603.17,4.218270000000003,157.70989999999972,127.71999999999998,3,8,11,40,13,5,3,2,2,0.37037037037037035,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0293,CHEMBL2046740,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046740,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4cc(Cl)ccc4o3)CC2)CC1,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4cc(Cl)ccc4o3)CC2)CC1,HGJGHIFWPZDMMF-JEFNQQRUSA-N,HGJGHIFWPZDMMF-JEFNQQRUSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1.306,5.884,C27H30Cl2N6O5S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2nc3ccccc3o2)CC1)OCC1CC1,77,620.13754442,621.547,4.403170000000003,157.10889999999972,140.85999999999999,3,8,11,41,14,5,3,2,2,0.37037037037037035,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
external_fks_model_ready_v0_1,EXT-FKS-0294,CHEMBL2046741,mixed_fks,direct_FKS_or_beta_1_3_glucan_synthase_inhibitor_evidence,ChEMBL:CHEMBL2046741,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccc(F)c(N)c3)CC2)CC1,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccc(F)c(N)c3)CC2)CC1,OBDDSIBFYLHXAP-IDFMNWTKSA-N,OBDDSIBFYLHXAP-IDFMNWTKSA-N,yes,yes,auto_accept_direct_FKS_or_glucan_synthase,high,FKS_or_beta_1_3_glucan_synthase_inhibitor,FKS_or_beta_1_3_glucan_synthase_inhibitor,pretraining_positive_high_confidence_direct_FKS,1,1.0,yes,yes,no,external_database_assays_are_heterogeneous_do_not_pool_with_curated_papulacandin_MIC,optional_spot_check,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0.2975,6.527,C26H32ClFN6O4S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,74,578.187830404,579.0980000000001,3.3298700000000014,148.90229999999983,140.85,4,7,11,39,13,4,2,2,2,0.38461538461538464,0,0,0,0,0,1,1,"1/1 direct evidence rows accepted by database-field review; example target='Beta-1,3-glucan synthase', method='Inhibition of glucan synthase in Candida albicans BWP17 membrane'",can_enter_strict_external_FKS_or_glucan_synthase_candidate_set_after_optional_spot_check,,,,external_database_field_review,0
