chemotype,compound_id,compound_name,compound_class,organism,strain,reference_id,match_level,pairing_confidence,unit,serum_condition,free_mic,serum_mic,free_activity,serum_activity,serum_tolerance,serum_shift,serum_shift_meaningful,log10_serum_shift,intrinsic_potency_free_mic_uM,intrinsic_potency_pMIC,acyl_tail_type,acyl_tail_geometry
papulacandin,PAPU-0081,Fusacandin analog 6k,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,3.12,25.0,active,active,retained,8.0128,True,0.9038,2.7648,5.5583,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0081,Fusacandin analog 6k,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,12.5,active,active,retained,16.0256,True,1.2048,0.6912,6.1604,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0082,Fusacandin analog 6l,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,3.12,50.0,active,active,retained,16.0256,True,1.2048,2.9202,5.5346,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0082,Fusacandin analog 6l,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,50.0,active,active,retained,32.0513,True,1.5058,1.4601,5.8356,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0082,Fusacandin analog 6l,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,3.12,100.0,active,inactive,lost,32.0513,False,1.5058,2.9202,5.5346,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0082,Fusacandin analog 6l,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,3.12,50.0,active,active,retained,16.0256,True,1.2048,2.9202,5.5346,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0082,Fusacandin analog 6l,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,3.12,100.0,active,inactive,lost,32.0513,False,1.5058,2.9202,5.5346,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0083,Fusacandin analog 6m,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,25.0,active,active,retained,32.0513,True,1.5058,0.7219,6.1415,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0083,Fusacandin analog 6m,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.2,25.0,active,active,retained,125.0,True,2.0969,0.1851,6.7326,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0083,Fusacandin analog 6m,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,12.5,active,active,retained,16.0256,True,1.2048,0.7219,6.1415,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0083,Fusacandin analog 6m,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,25.0,active,active,retained,32.0513,True,1.5058,0.7219,6.1415,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0083,Fusacandin analog 6m,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.39,25.0,active,active,retained,64.1026,True,1.8069,0.361,6.4425,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0084,Fusacandin analog 6n,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,12.5,active,active,retained,16.0256,True,1.2048,0.7206,6.1423,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0084,Fusacandin analog 6n,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,12.5,active,active,retained,8.0128,True,0.9038,1.4412,5.8413,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0084,Fusacandin analog 6n,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,6.25,active,active,retained,8.0128,True,0.9038,0.7206,6.1423,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0084,Fusacandin analog 6n,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,3.12,25.0,active,active,retained,8.0128,True,0.9038,2.8824,5.5402,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0084,Fusacandin analog 6n,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,12.5,active,active,retained,16.0256,True,1.2048,0.7206,6.1423,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0085,Fusacandin analog 6o,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,12.5,active,active,retained,16.0256,True,1.2048,0.7024,6.1534,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0085,Fusacandin analog 6o,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,25.0,active,active,retained,32.0513,True,1.5058,0.7024,6.1534,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0085,Fusacandin analog 6o,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,6.25,active,active,retained,8.0128,True,0.9038,0.7024,6.1534,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0085,Fusacandin analog 6o,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,25.0,active,active,retained,32.0513,True,1.5058,0.7024,6.1534,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0085,Fusacandin analog 6o,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,12.5,active,active,retained,16.0256,True,1.2048,0.7024,6.1534,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0086,Fusacandin analog 6p,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,12.5,active,active,retained,8.0128,True,0.9038,1.3873,5.8578,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0086,Fusacandin analog 6p,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,12.5,active,active,retained,16.0256,True,1.2048,0.6937,6.1589,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0086,Fusacandin analog 6p,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,6.25,active,active,retained,8.0128,True,0.9038,0.6937,6.1589,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0086,Fusacandin analog 6p,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,25.0,active,active,retained,32.0513,True,1.5058,0.6937,6.1589,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0086,Fusacandin analog 6p,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,12.5,active,active,retained,16.0256,True,1.2048,0.6937,6.1589,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0087,Fusacandin analog 6q,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,25.0,100.0,active,inactive,lost,4.0,False,0.6021,21.1767,4.6741,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0087,Fusacandin analog 6q,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,25.0,100.0,active,inactive,lost,4.0,False,0.6021,21.1767,4.6741,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0087,Fusacandin analog 6q,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,25.0,100.0,active,inactive,lost,4.0,False,0.6021,21.1767,4.6741,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0087,Fusacandin analog 6q,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,50.0,100.0,active,inactive,lost,2.0,False,0.301,42.3533,4.3731,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0087,Fusacandin analog 6q,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,12.5,100.0,active,inactive,lost,8.0,False,0.9031,10.5883,4.9752,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0088,Fusacandin analog 6r,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,25.0,active,active,retained,16.0256,True,1.2048,1.3466,5.8708,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0088,Fusacandin analog 6r,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,25.0,active,active,retained,16.0256,True,1.2048,1.3466,5.8708,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0088,Fusacandin analog 6r,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,3.12,12.5,active,active,retained,4.0064,True,0.6028,2.6932,5.5697,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0088,Fusacandin analog 6r,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,3.12,25.0,active,active,retained,8.0128,True,0.9038,2.6932,5.5697,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0088,Fusacandin analog 6r,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,25.0,active,active,retained,16.0256,True,1.2048,1.3466,5.8708,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0089,Fusacandin analog 6s,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,50.0,active,active,retained,32.0513,True,1.5058,1.4412,5.8413,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0089,Fusacandin analog 6s,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,0.78,50.0,active,active,retained,64.1026,True,1.8069,0.7206,6.1423,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0089,Fusacandin analog 6s,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,100.0,active,inactive,lost,64.1026,False,1.8069,1.4412,5.8413,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0089,Fusacandin analog 6s,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,100.0,active,inactive,lost,64.1026,False,1.8069,1.4412,5.8413,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0089,Fusacandin analog 6s,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,3.12,25.0,active,active,retained,8.0128,True,0.9038,2.8824,5.5402,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0090,Fusacandin analog 6t,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,6.25,50.0,active,active,retained,8.0,True,0.9031,5.774,5.2385,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0090,Fusacandin analog 6t,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,50.0,active,active,retained,32.0513,True,1.5058,1.4412,5.8413,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0090,Fusacandin analog 6t,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,6.25,50.0,active,active,retained,8.0,True,0.9031,5.774,5.2385,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0090,Fusacandin analog 6t,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,6.25,100.0,active,inactive,lost,16.0,False,1.2041,5.774,5.2385,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0090,Fusacandin analog 6t,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,1.56,50.0,active,active,retained,32.0513,True,1.5058,1.4412,5.8413,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0091,Fusacandin analog 6u,fusacandin_derivative,Candida albicans,ATCC 10231,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,12.5,100.0,active,inactive,lost,8.0,False,0.9031,11.6995,4.9318,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0091,Fusacandin analog 6u,fusacandin_derivative,Candida albicans,579a,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,6.25,100.0,active,inactive,lost,16.0,False,1.2041,5.8498,5.2329,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0091,Fusacandin analog 6u,fusacandin_derivative,Candida albicans,CCH 442,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,6.25,100.0,active,inactive,lost,16.0,False,1.2041,5.8498,5.2329,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0091,Fusacandin analog 6u,fusacandin_derivative,Candida albicans,ATCC 38247,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,6.25,100.0,active,inactive,lost,16.0,False,1.2041,5.8498,5.2329,Fusacandin A C-3 lipophilic side chain retained,
papulacandin,PAPU-0091,Fusacandin analog 6u,fusacandin_derivative,Candida albicans,ATCC 62376,PAPER-1996-YEUNG,strain_within_study,high,ug/mL,50% mouse serum,12.5,100.0,active,inactive,lost,8.0,False,0.9031,11.6995,4.9318,Fusacandin A C-3 lipophilic side chain retained,
