activity_id,compound_id,endpoint_type,endpoint_value,endpoint_relation,unit,converted_value_uM,p_activity,label_active_inactive,organism,strain,strain_genotype,resistance_marker,assay_method,medium,temperature_c,duration_h,inoculum,serum_or_protein,solvent,replicates,purity_percent,endpoint_definition,assay_confidence_score,reference_id,source_table_or_figure,source_quote,curation_status,comments
ACT-1983-ROMMELE-033,PAPU-0018,glucan_synthesis_ED50,2,=,ug/mL,,,,Candida albicans,K1133,,,spheroplast glucan synthesis assay,,,,,,,,,50% inhibition of glucan synthesis in spheroplasts,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 17.,curated,uM conversion left blank because derivative molecular weight was not curated.
ACT-1983-ROMMELE-034,PAPU-0018,MIC,12,=,ug/mL,,,,Candida albicans,K1133,,,Candida albicans MIC assay,,,,,,,,,minimum inhibitory concentration,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 17.,curated,uM conversion left blank because derivative molecular weight was not curated.
ACT-1983-ROMMELE-035,PAPU-0019,glucan_synthesis_ED50,5,>,ug/mL,,,,Candida albicans,K1133,,,spheroplast glucan synthesis assay,,,,,,,,,50% inhibition of glucan synthesis in spheroplasts,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 18.,curated,uM conversion left blank because derivative molecular weight was not curated.
ACT-1983-ROMMELE-036,PAPU-0019,MIC,128,>,ug/mL,,,,Candida albicans,K1133,,,Candida albicans MIC assay,,,,,,,,,minimum inhibitory concentration,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 18.,curated,uM conversion left blank because derivative molecular weight was not curated.
ACT-1983-ROMMELE-037,PAPU-0020,glucan_synthesis_ED50,0.1,=,ug/mL,,,,Candida albicans,K1133,,,spheroplast glucan synthesis assay,,,,,,,,,50% inhibition of glucan synthesis in spheroplasts,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 19.,curated,uM conversion left blank because derivative molecular weight was not curated.
ACT-1983-ROMMELE-038,PAPU-0020,MIC,0.2,=,ug/mL,,,,Candida albicans,K1133,,,Candida albicans MIC assay,,,,,,,,,minimum inhibitory concentration,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 19.,curated,uM conversion left blank because derivative molecular weight was not curated.
ACT-1983-ROMMELE-039,PAPU-0021,glucan_synthesis_ED50,3,=,ug/mL,,,,Candida albicans,K1133,,,spheroplast glucan synthesis assay,,,,,,,,,50% inhibition of glucan synthesis in spheroplasts,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 20.,curated,uM conversion left blank because derivative molecular weight was not curated.
ACT-1983-ROMMELE-040,PAPU-0021,MIC,6,=,ug/mL,,,,Candida albicans,K1133,,,Candida albicans MIC assay,,,,,,,,,minimum inhibitory concentration,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 20.,curated,uM conversion left blank because derivative molecular weight was not curated.
ACT-1983-ROMMELE-041,PAPU-0022,glucan_synthesis_ED50,0.5,=,ug/mL,,,,Candida albicans,K1133,,,spheroplast glucan synthesis assay,,,,,,,,,50% inhibition of glucan synthesis in spheroplasts,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 21.,curated,uM conversion left blank because derivative molecular weight was not curated.
ACT-1983-ROMMELE-042,PAPU-0022,MIC,0.2,=,ug/mL,,,,Candida albicans,K1133,,,Candida albicans MIC assay,,,,,,,,,minimum inhibitory concentration,high,PAPER-1983-ROMMELE,Table 2,Table 2 ED50 and MIC values for paper compound 21.,curated,uM conversion left blank because derivative molecular weight was not curated.
