dataset_version,pretraining_compound_id,source_compound_id,compound_name,pretraining_source_class,pretraining_binary_label,label_confidence,sample_weight,background_subtype,compound_family,mw_band,canonical_smiles_rdkit,inchikey,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit
fks_pretraining_dataset_v0_1,EXT-FKS-0001,EXT-FKS-0001,CASPOFUNGIN,positive_external_strict_fks,1,high,1.0,,echinocandin,900-1300,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JYIKNQVWKBUSNH-WVDDFWQHSA-N,C52H88N10O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,99,1092.6430621160002,1093.3310000000001,-3.31190000000001,280.1883999999996,412.03,16,18,23,77,25,4,1,3,0.75,0,16,16,0
fks_pretraining_dataset_v0_1,EXT-FKS-0002,EXT-FKS-0002,ANIDULAFUNGIN,positive_external_strict_fks,1,high,1.0,,echinocandin,900-1300,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,JHVAMHSQVVQIOT-MFAJLEFUSA-N,C58H73N7O17,O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,89,1139.5062938760002,1140.2540000000004,-0.927099999999986,293.3851999999998,377.41999999999996,14,17,14,82,24,7,4,3,0.46551724137931033,0,15,15,0
fks_pretraining_dataset_v0_1,EXT-FKS-0003,EXT-FKS-0003,MICAFUNGIN,positive_external_strict_fks,1,high,1.0,,echinocandin,900-1300,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,PIEUQSKUWLMALL-YABMTYFHSA-N,C56H71N9O23S,O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2cc(-c3ccccc3)on2)cc1,121,1269.438350532,1270.2910000000004,-3.9019999999999966,303.76020000000005,510.14,16,23,18,89,33,7,4,3,0.48214285714285715,0,15,15,0
fks_pretraining_dataset_v0_1,EXT-FKS-0016,EXT-FKS-0016,CHEMBL3760049,positive_external_strict_fks,1,medium,0.5,,echinocandin,900-1300,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@H](C)O)NC4=O)cc3)cc2)cc1,JHVAMHSQVVQIOT-ZREZJXSTSA-N,C58H73N7O17,O=C(N[C@@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,89,1139.5062938760002,1140.2540000000004,-0.927099999999986,293.3851999999998,377.41999999999996,14,17,14,82,24,7,4,3,0.46551724137931033,0,15,15,0
fks_pretraining_dataset_v0_1,EXT-FKS-0017,EXT-FKS-0017,ACULEACIN A,positive_external_strict_fks,1,high,1.0,,aculeacin,900-1300,CCCCCCCCCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,YKPHLXGEPNYRPY-ZIUFDZNVSA-N,C50H81N7O16,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,81,1035.573979512,1036.2310000000002,-1.6625999999999865,262.03969999999936,368.18999999999994,14,16,20,73,23,4,1,3,0.74,0,15,15,0
fks_pretraining_dataset_v0_1,EXT-FKS-0018,EXT-FKS-0018,CILOFUNGIN,positive_external_strict_fks,1,high,1.0,,echinocandin,900-1300,CCCCCCCCOc1ccc(C(=O)N[C@H]2C[C@@H](O)[C@@H](O)NC(=O)[C@@H]3[C@@H](O)[C@@H](C)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c3ccc(O)cc3)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC2=O)cc1,ZKZKCEAHVFVZDJ-MTUMARHDSA-N,C49H71N7O17,O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccccc1,87,1029.4906438120001,1030.1390000000004,-3.0907999999999873,256.36419999999947,377.41999999999996,14,17,15,73,24,5,2,3,0.6122448979591837,0,15,15,0
fks_pretraining_dataset_v0_1,EXT-FKS-0020,EXT-FKS-0020,CHEMBL4764856,positive_external_strict_fks,1,medium,0.5,,enfumafungin,600-900,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4[C@H]5COC[C@@]4(C[C@@H](n4ncnc4-c4ccncc4)[C@@H]5OC[C@](C)(N)C(C)(C)C)C3=CC[C@@]2(C)[C@@H]1C(=O)O,RQNYUCOQFZEKBG-AMAXVAHISA-N,C43H65N5O4,C1=C2[C@H](CC[C@H]3[C@H]4COC[C@@]23C[C@@H](n2ncnc2-c2ccncc2)C4)C2CCCCC2C1,91,715.5036555600002,716.0239999999999,8.228300000000008,203.03319999999925,125.38000000000001,2,7,8,52,9,7,2,5,0.7674418604651163,0,12,12,0
fks_pretraining_dataset_v0_1,EXT-FKS-0022,EXT-FKS-0022,CHEMBL3037784,positive_external_strict_fks,1,high,1.0,,echinocandin,900-1300,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DQXPFAADCTZLNL-FXDJFZINSA-N,C50H80N8O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,95,1064.5641431000001,1065.2290000000003,-3.3412999999999955,265.4900999999995,411.28,15,17,20,75,25,4,1,3,0.72,0,16,16,0
fks_pretraining_dataset_v0_1,EXT-FKS-0023,EXT-FKS-0023,ENFUMAFUNGIN,positive_external_strict_fks,1,medium_high,0.75,,enfumafungin,600-900,CC(=O)O[C@@H]1C[C@]23C4=CC[C@@]5(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]5(C)[C@H]4CC[C@H]2[C@@](C)(COC3O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,IAOFPTKYKOAKGZ-CRWQHXLTSA-N,C38H60O12,C1=C2[C@H](CC[C@H]3C4COC[C@@]23CC[C@@H]4O[C@H]2CCCCO2)C2CCCCC2C1,81,708.40847736,708.8860000000006,3.0101000000000027,178.90679999999952,192.44,6,11,7,50,12,6,0,6,0.8947368421052632,0,17,16,1
fks_pretraining_dataset_v0_1,EXT-FKS-0027,EXT-FKS-0027,CHEMBL2387203,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DFQUSLQYURJBIT-KGPSKUFKSA-N,C51H82N8O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,96,1078.579793164,1079.256,-3.095299999999996,270.03709999999955,411.28,15,17,20,76,25,4,1,3,0.7254901960784313,0,17,17,0
fks_pretraining_dataset_v0_1,EXT-FKS-0028,EXT-FKS-0028,IBREXAFUNGERP,positive_external_strict_fks,1,medium_high,0.75,,enfumafungin,600-900,CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)(C)C)[C@H](n4ncnc4-c4ccncc4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O,BODYFEUFKHPRCK-ZCZMVWJSSA-N,C44H67N5O4,C1=C2[C@H](CC[C@H]3C4COC[C@@]23C[C@@H](n2ncnc2-c2ccncc2)C4)C2CCCCC2C1,91,729.5193056240003,730.051,8.618400000000008,207.65019999999924,125.38000000000001,2,7,8,53,9,7,2,5,0.7727272727272727,0,12,12,0
fks_pretraining_dataset_v0_1,EXT-FKS-0035,EXT-FKS-0035,CHEMBL437803,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,OXVVQYCKEAJWFA-QVCGFCSKSA-N,C50H82N8O16,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,94,1050.584878544,1051.246,-2.867899999999995,265.35009999999943,394.2099999999999,15,17,20,74,24,4,1,3,0.74,0,16,14,2
fks_pretraining_dataset_v0_1,EXT-FKS-0043,EXT-FKS-0043,FR-901469,positive_external_strict_fks,1,high,1.0,,mixed_fks,1300-2200,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN)C(=O)O1,LTLDDYQPSWDOBJ-UNEDFBIISA-N,C71H116N14O23,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CN1,110,1532.8337759719993,1533.784000000001,-5.471400000000017,385.36320000000103,588.87,20,24,25,108,37,4,1,3,0.7183098591549296,0,19,19,0
fks_pretraining_dataset_v0_1,EXT-FKS-0044,EXT-FKS-0044,Echinocandin B,positive_external_strict_fks,1,medium_high,0.75,,echinocandin,900-1300,CCC/C=C/C/C=C/CC(=O)N[C@H]1C[C@@H](O)[C@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)c(OS(=O)(=O)[O-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O.[Na+],HLSQYVZWZLUVDN-GTNXIKMYSA-M,C45H65N8NaO21S,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,107,1108.3882663800002,1109.1070000000004,-9.752700000000026,252.61229999999958,477.71,15,21,16,76,31,4,1,3,0.6,0,15,15,0
fks_pretraining_dataset_v0_1,EXT-FKS-0050,EXT-FKS-0050,CHEMBL267988,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DQXPFAADCTZLNL-JQMOYGRJSA-N,C50H80N8O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,95,1064.5641431000001,1065.2290000000003,-3.3412999999999955,265.4900999999995,411.28,15,17,20,75,25,4,1,3,0.72,0,16,14,2
fks_pretraining_dataset_v0_1,EXT-FKS-0051,EXT-FKS-0051,CHEMBL385455,positive_external_strict_fks,1,high,1.0,,mixed_fks,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](OCCN)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCNC(=O)[C@@H](N)CCCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,AEXQBFYJTRESJP-ATBNLJFASA-N,C57H97N11O17,O=C1CCCCNC(=O)C2CCN(C2)C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)C2CCCN2C(=O)CN1,111,1207.7063906439998,1208.4630000000002,-3.8037000000000205,308.30879999999974,464.35,17,20,28,85,28,4,1,3,0.7543859649122807,0,17,12,5
fks_pretraining_dataset_v0_1,EXT-FKS-0052,EXT-FKS-0052,CHEMBL405670,positive_external_strict_fks,1,high,1.0,,mixed_fks,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)NC1C[C@@H](O)[C@@H](OCCN)NC(=O)C2CN(C[C@@H]2O)C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)C2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,VCZHYLFAPHFKOG-INQNAKBFSA-N,C52H87N9O16,O=C1CCCCNC(=O)C2CCN(C2)C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)C2CCCN2C(=O)CN1,100,1093.6270777040002,1094.3150000000003,-3.027400000000006,278.0896999999996,409.22999999999996,15,18,23,77,25,4,1,3,0.75,0,16,11,5
fks_pretraining_dataset_v0_1,EXT-FKS-0053,EXT-FKS-0053,CHEMBL407395,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(=O)CCN)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JJROYJWMNBLAMS-QLHUPYNXSA-N,C53H86N10O18,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,106,1150.612155912,1151.3229999999999,-4.054000000000007,287.79119999999966,466.3999999999999,17,19,23,81,28,4,1,3,0.7169811320754716,0,16,14,2
fks_pretraining_dataset_v0_1,EXT-FKS-0054,EXT-FKS-0054,CHEMBL412195,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(=O)CCC(=O)O)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,YOFKROYRHKSFSI-XAZRDIKZSA-N,C54H85N9O20,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,106,1179.59108612,1180.3170000000002,-3.5380000000000025,290.9895999999997,477.67999999999995,17,19,24,83,29,4,1,3,0.7037037037037037,0,16,14,2
fks_pretraining_dataset_v0_1,EXT-FKS-0055,EXT-FKS-0055,CHEMBL414690,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c(NC(=O)CN)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,JEFYZWMIOKCYDC-JUAGRKTBSA-N,C52H84N10O18,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,105,1136.5965058479999,1137.2959999999998,-4.444100000000007,283.17419999999964,466.3999999999999,17,19,22,80,28,4,1,3,0.7115384615384616,0,16,14,2
fks_pretraining_dataset_v0_1,EXT-FKS-0069,EXT-FKS-0069,CHEMBL1793852,positive_external_strict_fks,1,high,1.0,,mixed_fks,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,XQTOEGVAOWZIFC-OAOGYFCRSA-N,C52H88N10O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,90,1092.6430621160002,1093.3310000000001,-3.31190000000001,280.1883999999996,412.03,16,18,23,77,25,4,1,3,0.75,0,16,14,2
fks_pretraining_dataset_v0_1,EXT-FKS-0070,EXT-FKS-0070,CHEMBL2371681,positive_external_strict_fks,1,high,1.0,,mixed_fks,1300-2200,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCN)C(=O)[C@H](CCCN)N(CCN)CCN)C(=O)O1,HAIITWNVASIXME-UIEXKLOXSA-N,C82H141N19O24,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CN1,126,1776.039686391999,1777.139000000002,-7.3158999999999414,453.7014000000011,690.48,23,29,37,125,43,4,1,3,0.7439024390243902,0,20,20,0
fks_pretraining_dataset_v0_1,EXT-FKS-0071,EXT-FKS-0071,CHEMBL2371765,positive_external_strict_fks,1,high,1.0,,mixed_fks,1300-2200,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(=O)[C@@H](CCCN)N(CCN)CCN)C(=O)O1,DYPMRZHFCFUAIU-XGOFCWKXSA-N,C80H136N18O24,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CN1,127,1732.997487231999,1734.0700000000018,-6.986999999999963,441.0767000000011,673.25,23,28,35,122,42,4,1,3,0.7375,0,20,20,0
fks_pretraining_dataset_v0_1,EXT-FKS-0072,EXT-FKS-0072,CHEMBL261821,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c([N+](=O)[O-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,IEHNGEHNFVQWFQ-IWUFRPNTSA-N,C50H79N9O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,105,1077.559392068,1078.228,-2.242399999999996,269.74889999999954,413.9599999999999,13,17,21,76,26,4,1,3,0.72,0,14,12,2
fks_pretraining_dataset_v0_1,EXT-FKS-0073,EXT-FKS-0073,CHEMBL262998,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)[C@H](O)c2ccc(O)c([N+](=O)[O-])c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DZJHKYNEIKEAII-WTANLFMKSA-N,C50H79N9O19,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,105,1109.549221308,1110.226,-3.4330999999999956,272.1444999999996,454.41999999999996,15,19,21,78,28,4,1,3,0.72,0,16,14,2
fks_pretraining_dataset_v0_1,EXT-FKS-0074,EXT-FKS-0074,CHEMBL263952,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CCC(C)CC(C)CCCCCCCCC(=O)N[C@@H]1C[C@@H](O)CNC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@@H](O)CC(N)=O)NC(=O)[C@H]([C@@H](O)Cc2ccc(O)c(CC/C=C/C(=O)OC)c2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,VELZWMAUTIGNJS-MTCXQNRHSA-N,C56H88N8O17,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,113,1144.6267433560001,1145.359,-1.4887999999999957,292.57149999999984,397.11999999999995,13,17,24,81,25,4,1,3,0.6964285714285714,0,14,12,2
fks_pretraining_dataset_v0_1,EXT-FKS-0075,EXT-FKS-0075,CHEMBL264601,positive_external_strict_fks,1,high,1.0,,pneumocandin,900-1300,CCCc1cc(C[C@H](O)[C@@H]2NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](NC(=O)CCCCCCCCC(C)CC(C)CC)C[C@@H](O)CNC(=O)[C@@H]3[C@@H](O)CCN3C(=O)[C@H]([C@@H](O)CC(N)=O)NC2=O)ccc1O,NLRQIQBJUOCKLY-BQCXFGOMSA-N,C53H86N8O15,O=C1CCCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CN1,103,1074.621264052,1075.3119999999997,-1.198099999999997,277.0894999999994,370.82,13,15,22,76,23,4,1,3,0.7358490566037735,0,14,12,2
fks_pretraining_dataset_v0_1,EXT-FKS-0076,EXT-FKS-0076,CHEMBL267407,positive_external_strict_fks,1,high,1.0,,mixed_fks,1300-2200,CCCCCCCCCCCCC[C@@H]1CC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H]([C@H](O)CC(N)=O)C(=O)NCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](CCCN(CCCN)C(=O)[C@@H](CCCN)N(CCN)CCN)C(=O)O1,WRLKNYWWAPRBTD-NCDHZQLMSA-N,C83H143N19O24,O=C1CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)CN1,126,1790.055336455999,1791.166000000002,-6.925799999999942,458.31840000000113,690.48,23,29,38,126,43,4,1,3,0.7469879518072289,0,20,20,0
