dataset_version,pretraining_compound_id,source_compound_id,compound_name,pretraining_source_class,pretraining_binary_label,label_confidence,sample_weight,background_subtype,compound_family,mw_band,canonical_smiles_rdkit,inchikey,molecular_formula,murcko_scaffold_smiles,ecfp4_on_bits,exact_mw_rdkit,mol_wt_rdkit,clogp_rdkit,mol_mr_rdkit,tpsa_rdkit,hbd_rdkit,hba_rdkit,rotb_rdkit,heavy_atom_count_rdkit,hetero_atom_count_rdkit,ring_count_rdkit,aromatic_ring_count_rdkit,aliphatic_ring_count_rdkit,fsp3_rdkit,formal_charge_rdkit,stereo_centers_total_rdkit,stereo_centers_assigned_rdkit,stereo_centers_unassigned_rdkit
fks_pretraining_dataset_v0_1,EXT-FKS-0292,EXT-FKS-0292,CHEMBL2046739,positive_external_strict_fks,1,high,1.0,,mixed_fks,600-900,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4ccccc4s3)CC2)CC1,ZPPYXMZEIRMQDJ-SYTPGCSYSA-N,C27H31ClN6O4S2,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2nc3ccccc3s2)CC1)OCC1CC1,77,602.153673152,603.17,4.218270000000003,157.70989999999972,127.71999999999998,3,8,11,40,13,5,3,2,0.37037037037037035,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0293,EXT-FKS-0293,CHEMBL2046740,positive_external_strict_fks,1,high,1.0,,mixed_fks,600-900,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3nc4cc(Cl)ccc4o3)CC2)CC1,HGJGHIFWPZDMMF-JEFNQQRUSA-N,C27H30Cl2N6O5S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2nc3ccccc3o2)CC1)OCC1CC1,77,620.13754442,621.547,4.403170000000003,157.10889999999972,140.85999999999999,3,8,11,41,14,5,3,2,0.37037037037037035,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0294,EXT-FKS-0294,CHEMBL2046741,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccc(F)c(N)c3)CC2)CC1,OBDDSIBFYLHXAP-IDFMNWTKSA-N,C26H32ClFN6O4S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,74,578.187830404,579.0980000000001,3.3298700000000014,148.90229999999983,140.85,4,7,11,39,13,4,2,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0295,EXT-FKS-0295,CHEMBL2046742,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,Cc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1N,HKDMLGUOJQXJFG-MDCBPPBZSA-N,C27H35ClN6O4S,O=C(Nc1ccccc1)/C(=C/N1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,74,574.2129022799999,575.1350000000001,3.4991900000000005,153.68129999999977,140.85000000000002,4,7,11,39,12,4,2,2,0.4074074074074074,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0296,EXT-FKS-0296,CHEMBL2046743,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,COc1ccc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)cc1N,IFXFZRFLZSPXHF-ZHSDHNBTSA-N,C27H35ClN6O5S,O=C(Nc1ccccc1)/C(=C/N1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,76,590.2078168999999,591.134,3.199370000000001,155.49629999999974,150.08,4,8,12,40,13,4,2,2,0.4074074074074074,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0297,EXT-FKS-0297,CHEMBL2046744,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccnc(N)c3)CC2)CC1,RPGYKKMLMMHOJA-RVUSSSHYSA-N,C25H32ClN7O4S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2ccncc2)CC1)OCC1CC1,75,561.1925011840001,562.096,2.58577,146.73929999999984,153.73999999999998,4,8,11,38,13,4,2,2,0.4,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0298,EXT-FKS-0298,CHEMBL2046745,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC(NS(=O)(=O)N1CCN(/C(C=N)=C(\OCC2(C)CC2)C(=O)Nc2cccc(Cl)c2)CC1)c1cccc(N)c1,CKUYFIGFIXRPQB-DGWSVMLTSA-N,C27H35ClN6O4S,O=C(Nc1ccccc1)/C(=C/N1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,73,574.2129022799999,575.1350000000002,3.7517700000000014,153.65529999999976,140.85000000000002,4,7,11,39,12,4,2,2,0.4074074074074074,0,1,0,1
fks_pretraining_dataset_v0_1,EXT-FKS-0299,EXT-FKS-0299,CHEMBL2046746,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC1(CO/C(C(=O)Nc2cccc(Cl)c2)=C(/C=N)N2CCN(S(=O)(=O)NCc3ccc(N)c(F)c3)CC2)CC1,LGYGBRKECGMKNZ-IDFMNWTKSA-N,C26H32ClFN6O4S,O=C(Nc1ccccc1)C(=CN1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,74,578.187830404,579.0980000000001,3.3298700000000014,148.90229999999983,140.85,4,7,11,39,13,4,2,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0300,EXT-FKS-0300,CHEMBL2046747,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,Cc1cc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)ccc1N,AYXAGJVEMYYBEO-MDCBPPBZSA-N,C27H35ClN6O4S,O=C(Nc1ccccc1)/C(=C/N1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,73,574.2129022799999,575.1350000000001,3.4991900000000014,153.68129999999977,140.85000000000002,4,7,11,39,12,4,2,2,0.4074074074074074,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0301,EXT-FKS-0301,CHEMBL2046748,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,COc1cc(CNS(=O)(=O)N2CCN(/C(C=N)=C(\OCC3(C)CC3)C(=O)Nc3cccc(Cl)c3)CC2)ccc1N,CUKXJPIKGWWGJY-ZHSDHNBTSA-N,C27H35ClN6O5S,O=C(Nc1ccccc1)/C(=C/N1CCN(S(=O)(=O)NCc2ccccc2)CC1)OCC1CC1,75,590.2078168999999,591.134,3.19937,155.49629999999974,150.08,4,8,12,40,13,4,2,2,0.4074074074074074,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0302,EXT-FKS-0302,CHEMBL2059384,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cc(F)cc(F)c1,IFMUPVGLPJYBKK-UHFFFAOYSA-N,C26H28F2N4O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,58,530.179932816,530.5970000000003,3.4841000000000024,135.48579999999993,84.74000000000001,0,6,7,37,11,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0303,EXT-FKS-0303,CHEMBL2059385,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,RQZFIXAQFYCVNV-UHFFFAOYSA-N,C27H31ClN4O4S,O=c1c(OC2CCCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,60,542.175454152,543.0890000000003,4.249400000000004,145.1967999999998,84.74000000000001,0,6,7,37,10,5,3,2,0.4074074074074074,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0304,EXT-FKS-0304,CHEMBL2059473,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccccc4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,SSXYYDBAADWFIY-UHFFFAOYSA-N,C26H29ClN4O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,62,528.159804088,529.0620000000001,3.7168000000000028,140.53179999999986,84.74000000000001,0,6,8,36,10,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0305,EXT-FKS-0305,CHEMBL2059474,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OCC2(CF)CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,GYPJLFYAENCNCK-UHFFFAOYSA-N,C26H28ClFN4O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,64,546.150382276,547.0520000000002,3.666400000000002,140.83279999999982,84.74000000000001,0,6,9,37,11,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0306,EXT-FKS-0306,CHEMBL2059475,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCOCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,VGFZKRGOLVBHHK-UHFFFAOYSA-N,C26H29ClN4O5S,O=c1c(OC2CCOCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,61,544.1547187080001,545.0610000000003,3.0957000000000017,142.16479999999981,93.97,0,7,7,37,11,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0307,EXT-FKS-0307,CHEMBL2059476,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCC(O)C2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,QKTQLHGRIIVDNH-UHFFFAOYSA-N,C26H29ClN4O5S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,64,544.1547187080001,545.0610000000003,2.8301000000000007,141.96959999999982,104.97,1,7,7,37,11,5,3,2,0.38461538461538464,0,2,0,2
fks_pretraining_dataset_v0_1,EXT-FKS-0308,EXT-FKS-0308,CHEMBL2059477,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC(C)(O)CCOc1c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn(-c2cc(F)cc(F)c2)c1=O,UOIYCOGGABDQKV-UHFFFAOYSA-N,C26H30F2N4O5S,O=c1cc(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,63,548.1904975000001,548.6120000000002,2.7025000000000006,139.0115999999999,104.97,1,7,9,38,12,4,3,1,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0309,EXT-FKS-0309,CHEMBL2059478,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCc3ncccc32)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,HLAPERRSNMTSLZ-UHFFFAOYSA-N,C30H30ClN5O4S,O=c1c(OC2CCCc3ncccc32)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,71,591.17070312,592.1210000000002,4.389300000000004,158.2397999999996,97.63,0,7,7,41,11,6,4,2,0.3,0,1,0,1
fks_pretraining_dataset_v0_1,EXT-FKS-0310,EXT-FKS-0310,CHEMBL2059479,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCc3cccnc32)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,ANDIUCRJLWHYQF-UHFFFAOYSA-N,C29H28ClN5O4S,O=c1c(OC2CCc3cccnc32)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,69,577.1550530559999,578.0940000000003,3.9992000000000028,153.62279999999964,97.63,0,7,7,40,11,6,4,2,0.27586206896551724,0,1,0,1
fks_pretraining_dataset_v0_1,EXT-FKS-0311,EXT-FKS-0311,CHEMBL2059480,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OCCc2ccccn2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1cccc(Cl)c1,IKDATYSMOQZCCN-UHFFFAOYSA-N,C28H28ClN5O4S,O=c1c(OCCc2ccccn2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,64,565.1550530559999,566.0830000000002,3.554400000000002,151.13179999999969,97.63,0,7,9,39,11,5,4,1,0.25,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0312,EXT-FKS-0312,CHEMBL2059481,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccc(F)c3)CC2)cnn1-c1cc(F)cc(F)c1,NIAOQGKUTDWVTB-UHFFFAOYSA-N,C26H27F3N4O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,59,548.170511004,548.5870000000003,3.6232000000000024,135.44379999999995,84.74000000000001,0,6,7,38,12,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0313,EXT-FKS-0313,CHEMBL2059482,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3F)CC2)cnn1-c1cccc(Cl)c1,GVJKFTYKCABHLR-UHFFFAOYSA-N,C26H28ClFN4O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,63,546.150382276,547.0520000000002,3.998400000000003,140.53779999999986,84.74000000000001,0,6,7,37,11,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0314,EXT-FKS-0314,CHEMBL2059483,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccc(Cl)cc3)CC2)cnn1-c1cccc(Cl)c1,NEXVCSRWDWRQMM-UHFFFAOYSA-N,C26H28Cl2N4O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,59,562.120831736,563.5070000000003,4.512700000000004,145.58979999999977,84.74000000000001,0,6,7,37,11,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0315,EXT-FKS-0315,CHEMBL2059484,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccc(Cl)c3)CC2)cnn1-c1cccc(Cl)c1,GSUCHIREESPMSX-UHFFFAOYSA-N,C26H28Cl2N4O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,58,562.120831736,563.5070000000003,4.512700000000004,145.58979999999977,84.74000000000001,0,6,7,37,11,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0316,EXT-FKS-0316,CHEMBL2059485,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cc(Cl)cc(Cl)c3)CC2)cnn1-c1cccc(Cl)c1,MZNCJORQFBVXID-UHFFFAOYSA-N,C26H27Cl3N4O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,59,596.081859384,597.9520000000003,5.1661000000000055,150.5997999999997,84.74000000000001,0,6,7,38,12,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0317,EXT-FKS-0317,CHEMBL2059486,positive_external_strict_fks,1,high,1.0,,mixed_fks,600-900,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)cnn1-c1cccc(Cl)c1,ZKKMWTDPQBMRPS-UHFFFAOYSA-N,C28H27ClF6N4O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,65,664.1345733439999,665.056,5.896900000000006,150.5837999999997,84.74000000000001,0,6,7,44,16,5,3,2,0.42857142857142855,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0318,EXT-FKS-0318,CHEMBL2059487,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccncc3)CC2)cnn1-c1cc(F)cc(F)c1,IFUDCJWCTMHFHL-UHFFFAOYSA-N,C25H27F2N5O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccncc3)CC2)cnn1-c1ccccc1,60,531.1751817840001,531.5850000000003,2.879100000000001,133.28079999999997,97.63,0,7,7,37,12,5,3,2,0.4,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0319,EXT-FKS-0319,CHEMBL2059488,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,Nc1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cc(F)cc(F)c4)c(=O)c3OC3CCCC3)CC2)cc1,UYBBZRCUQGOFCG-UHFFFAOYSA-N,C26H29F2N5O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,61,545.1908318479999,545.6120000000003,3.066300000000002,139.8981999999999,110.76,1,7,7,38,12,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0320,EXT-FKS-0320,CHEMBL2059489,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,Nc1cccc(CS(=O)(=O)N2CCN(c3cnn(-c4cc(F)cc(F)c4)c(=O)c3OC3CCCC3)CC2)c1,BKILYBVWSDSMCK-UHFFFAOYSA-N,C26H29F2N5O4S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,63,545.1908318479999,545.6120000000002,3.066300000000002,139.8981999999999,110.76,1,7,7,38,12,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0321,EXT-FKS-0321,CHEMBL2059490,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3cccc(O)c3)CC2)cnn1-c1cc(F)cc(F)c1,AVDLDCKDSIRPBY-UHFFFAOYSA-N,C26H28F2N4O5S,O=c1c(OC2CCCC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,63,546.174847436,546.5960000000003,3.189700000000002,137.1505999999999,104.97,1,7,7,38,12,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0322,EXT-FKS-0322,CHEMBL2059491,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)cc4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,QDISYJTWDSSATI-UHFFFAOYSA-N,C26H30ClN5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,65,543.1707031200001,544.0770000000001,3.2990000000000013,144.94419999999985,110.75999999999999,1,7,8,37,11,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0323,EXT-FKS-0323,CHEMBL2059492,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC1(COc2c(N3CCN(S(=O)(=O)Cc4cccc(N)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,HVMKZRCGDKKIFM-UHFFFAOYSA-N,C26H30ClN5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,66,543.1707031200001,544.0770000000001,3.2990000000000013,144.94419999999985,110.75999999999999,1,7,8,37,11,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0324,EXT-FKS-0324,CHEMBL2059493,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(F)c4)CC3)cnn(-c3cc(F)cc(F)c3)c2=O)CC1,FRLIEUWMBZBXOZ-UHFFFAOYSA-N,C26H28F3N5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,65,563.1814100360001,563.6020000000001,3.0629000000000017,139.80819999999989,110.75999999999999,1,7,8,39,13,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0325,EXT-FKS-0325,CHEMBL2059494,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(Cl)c4)CC3)cnn(-c3cc(F)cc(F)c3)c2=O)CC1,XZTQXLZIVTWCHQ-UHFFFAOYSA-N,C26H28ClF2N5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,66,579.151859496,580.0570000000001,3.577200000000003,144.86019999999988,110.75999999999999,1,7,8,39,13,5,3,2,0.38461538461538464,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0326,EXT-FKS-0326,CHEMBL2059495,positive_external_strict_fks,1,high,1.0,,mixed_fks,600-900,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(C(F)(F)F)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,OABAXTWOCDQFFE-UHFFFAOYSA-N,C27H29ClF3N5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,72,611.1580877480001,612.0740000000001,4.317800000000004,149.94619999999978,110.75999999999999,1,7,8,41,14,5,3,2,0.4074074074074074,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0327,EXT-FKS-0327,CHEMBL2059496,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,COc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,PKPXVFSVQNXMRK-UHFFFAOYSA-N,C27H32ClN5O5S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,70,573.1812678039998,574.1030000000002,3.3076000000000008,151.4961999999998,119.99000000000001,1,8,9,39,12,5,3,2,0.4074074074074074,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0328,EXT-FKS-0328,CHEMBL2059497,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,Cc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,UWABFAUNCKMTPQ-UHFFFAOYSA-N,C27H32ClN5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,68,557.1863531839999,558.1040000000003,3.607420000000002,149.68119999999982,110.76,1,7,8,38,11,5,3,2,0.4074074074074074,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0329,EXT-FKS-0329,CHEMBL2059637,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,Cc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cc(F)cc(F)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,INMXZNAPVSNKKM-UHFFFAOYSA-N,C27H31F2N5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,66,559.2064819119998,559.6390000000004,3.2322200000000008,144.58719999999988,110.76,1,7,8,39,12,5,3,2,0.4074074074074074,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0330,EXT-FKS-0330,CHEMBL2059638,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CCc1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,ALMBUVBONGFNIB-UHFFFAOYSA-N,C28H34ClN5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,69,571.202003248,572.1310000000002,3.8614000000000024,154.32219999999973,110.76,1,7,9,39,11,5,3,2,0.42857142857142855,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0331,EXT-FKS-0331,CHEMBL2059639,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC(C)c1cc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)ccc1N,UOFIXAXEIZCXEK-UHFFFAOYSA-N,C29H36ClN5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,71,585.2176533119999,586.158,4.422400000000003,159.03319999999965,110.76,1,7,9,40,11,5,3,2,0.4482758620689655,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0332,EXT-FKS-0332,CHEMBL2059640,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CC1(COc2c(N3CCN(S(=O)(=O)Cc4ccc(N)c(C(N)=O)c4)CC3)cnn(-c3cccc(Cl)c3)c2=O)CC1,XKFHYJZIHJZVRY-UHFFFAOYSA-N,C27H31ClN6O5S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,72,586.1765167720001,587.1020000000002,2.397900000000001,153.4620999999998,153.85000000000002,2,8,9,40,13,5,3,2,0.37037037037037035,0,0,0,0
fks_pretraining_dataset_v0_1,EXT-FKS-0333,EXT-FKS-0333,CHEMBL2059641,positive_external_strict_fks,1,high,1.0,,mixed_fks,400-600,CNc1ccc(CS(=O)(=O)N2CCN(c3cnn(-c4cccc(Cl)c4)c(=O)c3OCC3(C)CC3)CC2)cc1,RDQCMUFCMHCRDJ-UHFFFAOYSA-N,C27H32ClN5O4S,O=c1c(OCC2CC2)c(N2CCN(S(=O)(=O)Cc3ccccc3)CC2)cnn1-c1ccccc1,67,557.1863531839999,558.1040000000002,3.7585000000000024,150.07849999999974,96.77,1,7,9,38,11,5,3,2,0.4074074074074074,0,0,0,0
